Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bizzell, Clint",27y 273d,120 (49-1-70 41.25%),79 (0.66),45 (17-0-28 37.78%),7 (0.16)
25,"Brown, Nathan",27y 226d,75 (32-0-43 42.67%),21 (0.28),←,
36,"Davey, Aaron",20y 291d,1 (0-0-1 0.00%),1 (1.00),←,
30,"Godfrey, Simon",23y 161d,47 (18-0-29 38.30%),7 (0.15),←,
18,"Green, Brad",23y 14d,84 (39-0-45 46.43%),131 (1.56),←,
1,"Heffernan, Chris",25y 58d,118 (72-1-45 61.44%),45 (0.38),21 (5-0-16 23.81%),7 (0.33)
4,"Holland, Ben",26y 322d,126 (62-0-64 49.21%),125 (0.99),1 (0-0-1 0.00%),1 (1.00)
16,"Johnstone, Travis",23y 254d,86 (38-0-48 44.19%),68 (0.79),←,
11,"Jolly, Darren",22y 142d,42 (16-0-26 38.10%),11 (0.26),←,
23,"McDonald, James",27y 174d,115 (52-0-63 45.22%),34 (0.30),←,
7,"Miller, Brad",20y 265d,21 (6-0-15 28.57%),2 (0.10),←,
9,"Neitz, David",29y 65d,227 (100-0-127 44.05%),426 (1.88),←,
8,"Nicholson, Alistair",26y 23d,74 (35-0-39 47.30%),3 (0.04),←,
27,"Rivers, Jared",19y 161d,4 (0-0-4 0.00%),,←,
24,"Robertson, Russell",25y 124d,123 (57-0-66 46.34%),190 (1.54),←,
6,"Thompson, Scott",21y 13d,28 (8-0-20 28.57%),9 (0.32),←,
10,"Ward, Daniel",26y 262d,88 (34-0-54 38.64%),24 (0.27),←,
31,"Wheatley, Paul",22y 350d,52 (27-0-25 51.92%),22 (0.42),←,
45,"Whelan, Matthew",24y 135d,69 (29-0-40 42.03%),9 (0.13),←,
34,"White, Jeff",27y 37d,162 (75-0-87 46.30%),73 (0.45),130 (62-0-68 47.69%),55 (0.42)
26,"Williams, Luke",24y 89d,47 (18-0-29 38.30%),10 (0.21),←,
13,"Yze, Adem",26y 188d,188 (80-0-108 42.55%),135 (0.72),←,
Totals,Totals,24y 231d,1897 (847-2-1048 44.65%),1425 (0.75),,
C,"Daniher, Neale",43y 41d,141 (66-0-75 46.81%),,←,
