Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",22y 276d,75 (45-0-30 60.00%),8 (0.11),←,
37,"Chandler, Kade",25y 153d,70 (37-0-33 52.86%),53 (0.76),←,
31,"Fritsch, Bayley",28y 191d,162 (88-1-73 54.63%),268 (1.65),←,
11,"Gawn, Max",33y 167d,238 (116-1-121 48.95%),111 (0.47),←,
22,"Howes, Blake",22y 69d,22 (9-0-13 40.91%),,←,
15,"Langdon, Ed",29y 134d,193 (101-1-91 52.59%),82 (0.42),125 (76-1-48 61.20%),49 (0.39)
19,"Langford, Harvey",19y 92d,13 (5-0-8 38.46%),7 (0.54),←,
8,"Lever, Jake",29y 102d,184 (113-1-70 61.68%),5 (0.03),128 (75-1-52 58.98%),2 (0.02)
20,"Lindsay, Xavier",18y 316d,13 (5-0-8 38.46%),,←,
1,"May, Steven",33y 156d,246 (111-2-133 45.53%),24 (0.10),123 (73-1-49 59.76%),3 (0.02)
4,"McVee, Judd",21y 312d,56 (31-0-25 55.36%),1 (0.02),←,
18,"Melksham, Jake",33y 290d,239 (123-1-115 51.67%),199 (0.83),125 (71-0-54 56.80%),142 (1.14)
13,"Oliver, Clayton",27y 328d,196 (107-1-88 54.85%),57 (0.29),←,
5,"Petracca, Christian",29y 162d,203 (112-1-90 55.42%),197 (0.97),←,
35,"Petty, Harry",25y 215d,95 (50-1-44 53.16%),39 (0.41),←,
36,"Pickett, Kysaiah",24y 13d,117 (73-1-43 62.82%),185 (1.58),←,
24,"Rivers, Trent",23y 320d,114 (70-1-43 61.84%),11 (0.10),←,
3,"Salem, Christian",29y 335d,190 (95-1-94 50.26%),27 (0.14),←,
32,"Sparrow, Tom",25y 15d,109 (65-1-43 60.09%),42 (0.39),←,
10,"Turner, Daniel",23y 138d,28 (12-0-16 42.86%),23 (0.82),←,
2,"van Rooyen, Jacob",22y 60d,49 (25-0-24 51.02%),64 (1.31),←,
7,"Viney, Jack",31y 63d,228 (103-1-124 45.39%),68 (0.30),←,
6,"Windsor, Caleb",20y 6d,31 (15-0-16 48.39%),10 (0.32),←,
Totals,Totals,26y 43d,2871 (1511-15-1345 52.63%),1481 (0.52),,
C,"Goodwin, Simon",48y 171d,197 (109-1-87 55.58%),,196 (109-1-86 55.87%),
