West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Armstrong, Steven",8,5,8,16,1,,,1.0,,3.0,3.0,,,,,9.0,7.0,,1.0,2.0,,,79.0
6,"Banfield, Drew",8,5,5,13,,,,1.0,2.0,1.0,,2.0,1.0,,,4.0,10.0,,,1.0,,,74.0
10,"Braun, Michael",8,3,6,14,,,,6.0,2.0,4.0,1.0,5.0,1.0,2.0,,5.0,9.0,,,6.0,,,76.0
26,"Butler, Sam",10,4,5,15,,,1.0,6.0,2.0,2.0,3.0,1.0,,1.0,,6.0,10.0,,,1.0,1.0,,78.0
17,"Chick, Daniel",3,2,5,8,,,1.0,3.0,,1.0,1.0,2.0,1.0,2.0,,5.0,3.0,,1.0,6.0,,1.0,69.0
9,"Cousins, Ben",11,2,8,19,1,1.0,,1.0,1.0,6.0,3.0,1.0,1.0,,,9.0,9.0,,,6.0,1.0,,89.0
20,"Cox, Dean",10,3,8,18,,2.0,39.0,3.0,4.0,1.0,2.0,,3.0,,,8.0,8.0,,,2.0,1.0,1.0,84.0
7,"Fletcher, Chad",8,3,6,14,,,,3.0,,4.0,2.0,6.0,1.0,3.0,,3.0,11.0,,,1.0,,,85.0
23,"Glass, Darren",6,2,4,10,,,,2.0,4.0,,,1.0,1.0,1.0,,4.0,4.0,,,8.0,,,93.0
22,"Graham, Jaymie",7,2,3,10,,,3.0,5.0,1.0,1.0,1.0,1.0,2.0,,,5.0,5.0,,,2.0,,,66.0
39,"Hunter, Adam",8,4,4,12,2,1.0,,2.0,2.0,,1.0,2.0,3.0,2.0,,8.0,5.0,2.0,1.0,3.0,,,94.0
38,"Jones, Brett",8,2,8,16,,,,2.0,6.0,2.0,4.0,2.0,,,,8.0,7.0,,,3.0,,,87.0
18,"Jones, Rowan",17,6,11,28,,,2.0,1.0,2.0,2.0,1.0,1.0,,,,7.0,18.0,1.0,,,,,95.0
3,"Judd, Chris",20,3,14,34,2,,,3.0,2.0,3.0,11.0,2.0,1.0,1.0,,19.0,15.0,1.0,,,3.0,1.0,94.0
19,"LeCras, Mark",1,,1,2,,1.0,,1.0,,,,,,,,2.0,,,,,,,58.0
21,"Lynch, Quinten",9,5,4,13,2,,2.0,,2.0,3.0,1.0,5.0,3.0,1.0,,7.0,5.0,1.0,2.0,1.0,,,95.0
24,"Rosa, Matt",7,5,5,12,,,,,2.0,,,,,,,3.0,7.0,,,2.0,3.0,,53.0
37,"Selwood, Adam",11,6,11,22,,,,8.0,2.0,3.0,3.0,4.0,2.0,,,6.0,16.0,,,3.0,,,92.0
41,"Staker, Brent",6,2,3,9,1,1.0,,3.0,,4.0,1.0,6.0,,4.0,,6.0,4.0,2.0,2.0,,,2.0,91.0
5,"Stenglein, Tyson",7,4,5,12,1,,1.0,5.0,1.0,1.0,3.0,1.0,2.0,,,3.0,9.0,,,4.0,,,94.0
8,"Waters, Beau",6,3,7,13,2,1.0,,2.0,1.0,2.0,,2.0,3.0,,,9.0,4.0,1.0,1.0,2.0,,,71.0
44,"Wirrpanda, David",10,3,7,17,,1.0,,3.0,2.0,2.0,,4.0,,1.0,,9.0,9.0,,,3.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,74,138,327,12,12.0,49.0,61.0,38.0,45.0,41.0,48.0,25.0,18.0,,145.0,175.0,8.0,8.0,56.0,9.0,5.0,
Opposition,Opposition,199,107,76,275,13,7.0,34.0,56.0,35.0,39.0,34.0,57.0,18.0,25.0,,112.0,156.0,15.0,13.0,42.0,15.0,6.0,
