Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",27y 41d,123 (44-1-78 36.18%),98 (0.80),68 (37-0-31 54.41%),85 (1.25)
33,"Barlow, Kris",28y 260d,56 (29-0-27 51.79%),44 (0.79),←,
17,"Chick, Daniel",26y 50d,128 (63-2-63 50.00%),130 (1.02),←,
25,"Clarke, Tim",19y 364d,16 (10-0-6 62.50%),6 (0.38),←,
35,"Cox, Adrian",21y 205d,14 (6-0-8 42.86%),5 (0.36),←,
9,"Crawford, Shane",27y 204d,179 (90-2-87 50.84%),147 (0.82),←,
19,"Dixon, Ben",24y 291d,95 (52-1-42 55.26%),144 (1.52),←,
34,"Graham, Mark",29y 19d,165 (76-2-87 46.67%),54 (0.33),←,
29,"Greene, Steven",20y 66d,12 (6-0-6 50.00%),7 (0.58),←,
5,"Harford, Daniel",25y 13d,138 (65-1-72 47.46%),61 (0.44),←,
2,"Holland, Nick",27y 246d,130 (60-2-68 46.92%),194 (1.49),←,
37,"Lekkas, Angelo",25y 276d,112 (50-1-61 45.09%),42 (0.38),←,
12,"Lonie, Nathan",19y 28d,8 (2-0-6 25.00%),5 (0.63),←,
7,"McCabe, Luke",25y 234d,118 (56-1-61 47.88%),10 (0.08),←,
13,"Picioane, Lance",21y 298d,30 (16-0-14 53.33%),9 (0.30),26 (15-0-11 57.69%),7 (0.27)
20,"Rawlings, Jade",24y 174d,73 (36-0-37 49.32%),24 (0.33),←,
52,"Rehn, Shaun",30y 227d,151 (83-1-67 55.30%),61 (0.40),17 (11-0-6 64.71%),6 (0.35)
11,"Smith, Joel",24y 333d,117 (61-1-55 52.56%),70 (0.60),59 (32-1-26 55.08%),19 (0.32)
4,"Tallis, Rayden",26y 296d,119 (56-0-63 47.06%),15 (0.13),←,
23,"Thompson, Nathan",24y 46d,68 (37-1-30 55.15%),92 (1.35),←,
21,"Vandenberg, Richard",25y 77d,42 (19-1-22 46.43%),8 (0.19),←,
6,"Williams, Mark",18y 353d,1 (0-0-1 0.00%),,←,
Totals,Totals,24y 286d,1895 (917-17-961 48.39%),1226 (0.65),,
C,"Schwab, Peter",41y 191d,49 (27-0-22 55.10%),,←,
