Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",19y 107d,20 (4-0-16 20.00%),4 (0.20),←,
4,"Bastinac, Ryan",24y 279d,122 (67-0-55 54.92%),66 (0.54),1 (0-0-1 0.00%),
17,"Beams, Claye",24y 208d,37 (11-0-26 29.73%),21 (0.57),←,
7,"Bell, Tom",24y 288d,52 (18-1-33 35.58%),36 (0.69),1 (0-0-1 0.00%),
8,"Bewick, Rohan",26y 169d,79 (27-0-52 34.18%),57 (0.72),←,
3,"Christensen, Allen",24y 313d,88 (53-0-35 60.23%),78 (0.89),23 (4-0-19 17.39%),22 (0.96)
26,"Cutler, Tom",21y 36d,19 (5-0-14 26.32%),3 (0.16),←,
34,"Freeman, Jonathan",21y 335d,11 (3-0-8 27.27%),13 (1.18),←,
27,"Gardiner, Darcy",20y 187d,26 (8-0-18 30.77%),3 (0.12),←,
11,"Hanley, Pearce",27y 133d,108 (35-0-73 32.41%),45 (0.42),←,
2,"Harwood, Ryan",24y 233d,60 (23-0-37 38.33%),6 (0.10),←,
35,"Lester, Ryan",23y 214d,62 (23-0-39 37.10%),20 (0.32),←,
12,"Martin, Stefan",29y 131d,95 (24-1-70 25.79%),33 (0.35),38 (10-0-28 26.32%),10 (0.26)
32,"Mayes, Sam",21y 312d,54 (19-0-35 35.19%),25 (0.46),←,
25,"McStay, Daniel",20y 277d,30 (8-0-22 26.67%),26 (0.87),←,
22,"Paparone, Marco",21y 206d,46 (11-0-35 23.91%),13 (0.28),←,
10,"Rich, Daniel",25y 294d,123 (44-1-78 36.18%),78 (0.63),←,
5,"Robinson, Mitch",26y 294d,122 (55-1-66 45.49%),68 (0.56),22 (4-0-18 18.18%),10 (0.45)
38,"Rockliff, Tom",26y 34d,118 (39-0-79 33.05%),58 (0.49),←,
23,"Schache, Josh",18y 219d,1 (0-0-1 0.00%),2 (2.00),←,
28,"Taylor, Lewis",21y 39d,45 (11-0-34 24.44%),32 (0.71),←,
14,"Walker, Josh",23y 136d,34 (19-1-14 57.35%),37 (1.09),1 (0-0-1 0.00%),2 (2.00)
Totals,Totals,23y 219d,1352 (507-5-840 37.50%),724 (0.54),,
C,"Leppitsch, Justin",40y 178d,45 (11-0-34 24.44%),,←,
