St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
38,"Boxshall, Hugh",4,2,6,10,,,,2.0,1.0,,3.0,3.0,,,,5.0,5.0,,,1.0,,,49.0
13,"Byrnes, Ryan",13,10,9,22,,,,3.0,2.0,1.0,2.0,2.0,,,,5.0,17.0,,,,,,82.0
47,"Caminiti, Anthony",6,5,4,10,1,,,5.0,,2.0,,3.0,1.0,1.0,,5.0,5.0,,1.0,1.0,,,88.0
4 ↑,"Collard, Lance",,,,,,,,,,,,,,,,,,,,,,,13.0
34,"Garcia, Hugo",7,3,4,11,,1.0,,7.0,,1.0,2.0,4.0,,1.0,,1.0,10.0,,1.0,,,,79.0
40,"Hall, Max",9,4,5,14,1,1.0,,4.0,,6.0,3.0,2.0,1.0,1.0,,3.0,10.0,,1.0,1.0,,1.0,79.0
1 ↓,"Higgins, Jack",3,,5,8,2,,,2.0,,1.0,,4.0,2.0,1.0,,4.0,4.0,,,,,,61.0
8,"Hill, Bradley",10,2,9,19,,,,1.0,,4.0,3.0,3.0,1.0,,,4.0,16.0,,,1.0,,,86.0
20,"Howard, Dougal",9,6,2,11,,,,5.0,4.0,1.0,1.0,2.0,2.0,1.0,,4.0,6.0,1.0,,3.0,,,96.0
6,"Macrae, Jack",10,4,13,23,,1.0,,1.0,1.0,2.0,2.0,4.0,2.0,,,9.0,16.0,,,1.0,,,82.0
19,"Marshall, Rowan",14,8,5,19,,2.0,33.0,2.0,4.0,2.0,4.0,3.0,,1.0,,7.0,13.0,2.0,1.0,3.0,,,89.0
45,"OConnell, Liam",3,3,3,6,,,,2.0,,,,,,,,4.0,3.0,1.0,,1.0,,,81.0
10,"Owens, Mitch",8,3,6,14,,,1.0,8.0,1.0,3.0,4.0,6.0,5.0,1.0,,9.0,5.0,2.0,1.0,3.0,,,77.0
25,"Phillipou, Mattaes",6,4,6,12,2,1.0,,4.0,1.0,,,2.0,2.0,,,7.0,5.0,,2.0,,,1.0,70.0
43,"Sharman, Cooper",11,5,3,14,2,,,1.0,,1.0,,2.0,1.0,1.0,,4.0,8.0,1.0,1.0,4.0,,,89.0
35,"Sinclair, Jack",15,3,11,26,1,,,3.0,4.0,5.0,2.0,1.0,1.0,,,9.0,13.0,,,1.0,1.0,1.0,86.0
9,"Steele, Jack",13,6,7,20,,,,9.0,,5.0,4.0,,2.0,,,7.0,13.0,,,1.0,1.0,,80.0
14,"Stocker, Liam",7,6,1,8,,,,4.0,2.0,2.0,,3.0,2.0,3.0,,2.0,7.0,,,3.0,,,85.0
7,"Wanganeen-Milera, Nasiah",23,8,7,30,,,,1.0,6.0,3.0,1.0,6.0,,1.0,,5.0,21.0,,,2.0,1.0,1.0,76.0
29,"Webster, Jimmy",6,6,5,11,,,,2.0,4.0,,,,,,,4.0,7.0,,,1.0,,,81.0
44,"Wilkie, Callum",12,10,4,16,,,,1.0,3.0,1.0,,4.0,1.0,3.0,,4.0,11.0,,,8.0,,,100.0
22,"Wilson, Darcy",18,8,6,24,,,,3.0,1.0,4.0,2.0,5.0,,1.0,,3.0,19.0,,,,,1.0,89.0
2,"Windhager, Marcus",9,2,4,13,,,,4.0,1.0,2.0,,4.0,1.0,2.0,,4.0,9.0,,,1.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,108,125,341,9,8.0,34.0,74.0,35.0,46.0,33.0,63.0,24.0,18.0,,109.0,223.0,7.0,8.0,36.0,3.0,5.0,
Opposition,Opposition,219,107,124,343,11,11.0,42.0,69.0,36.0,46.0,43.0,58.0,18.0,24.0,6.0,125.0,216.0,8.0,13.0,43.0,1.0,9.0,
