North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",26y 359d,145 (74-1-70 51.38%),161 (1.11),←,
11,"Archer, Glenn",22y 57d,56 (31-0-25 55.36%),18 (0.32),←,
14,"Armstrong, Matt",28y 80d,140 (57-0-83 40.71%),74 (0.53),8 (5-0-3 62.50%),3 (0.38)
12,"Blakey, John",28y 300d,184 (81-0-103 44.02%),51 (0.28),49 (29-0-20 59.18%),13 (0.27)
9,"Campbell, Warren",20y 213d,15 (10-0-5 66.67%),14 (0.93),←,
16,"Capuano, Mathew",19y 260d,11 (6-0-5 54.55%),3 (0.27),←,
18,"Carey, Wayne",23y 358d,106 (59-0-47 55.66%),255 (2.41),←,
26,"Ishchenko, Alex",31y 30d,136 (61-0-75 44.85%),37 (0.27),64 (35-0-29 54.69%),12 (0.19)
34,"King, David",23y 74d,27 (15-0-12 55.56%),5 (0.19),←,
7,"Laidley, Dani",28y 54d,100 (58-1-41 58.50%),12 (0.12),48 (29-0-19 60.42%),1 (0.02)
4,"Martyn, Mick",26y 262d,142 (72-1-69 51.06%),12 (0.08),←,
41,"McAdam, Adrian",24y 69d,36 (23-0-13 63.89%),92 (2.56),←,
31,"McKernan, Corey",21y 152d,30 (19-0-11 63.33%),26 (0.87),←,
13,"Nichols, Trent",26y 43d,86 (34-1-51 40.12%),83 (0.97),26 (17-0-9 65.38%),34 (1.31)
22,"Roberts, Mark",29y 326d,128 (58-0-70 45.31%),105 (0.82),51 (32-0-19 62.75%),86 (1.69)
3,"Rock, Anthony",24y 233d,95 (53-0-42 55.79%),81 (0.85),←,
2,"Schwass, Wayne",26y 174d,130 (66-0-64 50.77%),73 (0.56),←,
8,"Scott, Robert",26y 80d,140 (80-1-59 57.50%),169 (1.21),8 (5-0-3 62.50%),5 (0.63)
24,"Sholl, Craig",27y 141d,116 (63-0-53 54.31%),20 (0.17),←,
15,"Smith, Ross",30y 106d,204 (100-2-102 49.51%),35 (0.17),←,
10,"Stevens, Anthony",23y 322d,95 (51-0-44 53.68%),42 (0.44),←,
Totals,Totals,25y 263d,2122 (1071-7-1044 50.47%),1368 (0.64),,
C,"Pagan, Denis",47y 238d,53 (32-0-21 60.38%),,←,
