Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bandy, Daniel",9,7,10,19,1,1.0,3.0,1.0,,4.0,3.0,1.0,3.0,,,6.0,13.0,,2.0,,,,
32,"Bond, Chris",12,4,3,15,,,,2.0,4.0,1.0,,2.0,2.0,3.0,,5.0,10.0,,,1.0,,,
42,"Callaghan, Craig",7,2,3,10,,,,4.0,,2.0,3.0,1.0,1.0,,,5.0,5.0,,1.0,2.0,,,
22,"Carroll, Trent",4,3,1,5,,,,,2.0,,,1.0,,2.0,,2.0,3.0,1.0,,,,,
31,"Clement, James",16,11,3,19,1,1.0,,1.0,5.0,6.0,,4.0,,3.0,,2.0,17.0,1.0,1.0,2.0,,,
2,"Fletcher, Adrian",13,3,15,28,,,,2.0,1.0,2.0,9.0,2.0,5.0,1.0,3.0,22.0,8.0,1.0,1.0,3.0,,,
35,"Gale, Mark",6,4,2,8,,,,,1.0,3.0,,1.0,,,,1.0,8.0,,,,,,
3,"Harding, Greg",8,4,2,10,,,,2.0,,1.0,,1.0,,,,2.0,8.0,,,,,,
17,"Holland, Brodie",10,4,7,17,2,,,,,3.0,6.0,1.0,,,,5.0,15.0,,1.0,1.0,,,
11,"Kickett, Dale",10,3,8,18,,,,3.0,1.0,3.0,1.0,1.0,1.0,3.0,,4.0,14.0,,1.0,,1.0,,
8,"McManus, Shaun",17,9,7,24,,,,4.0,2.0,7.0,3.0,1.0,2.0,2.0,,9.0,16.0,1.0,,,,,
16,"Michael, Clem",7,4,9,16,1,1.0,14.0,,,2.0,4.0,,2.0,1.0,,8.0,6.0,2.0,1.0,1.0,,,
6,"Modra, Tony",7,6,1,8,3,2.0,,,,1.0,,2.0,,1.0,,2.0,6.0,1.0,5.0,,1.0,,
25,"Norrish, Jason",12,5,12,24,,2.0,1.0,3.0,2.0,1.0,7.0,2.0,1.0,2.0,,8.0,16.0,,1.0,5.0,2.0,,
10,"OReilly, Stephen",12,7,3,15,,,,2.0,1.0,1.0,,1.0,,,,7.0,8.0,2.0,,1.0,,,
23,"Parker, Shane",5,4,8,13,,,,,3.0,2.0,,1.0,1.0,,,5.0,7.0,,,,1.0,,
36,"Prescott, Ashley",13,3,5,18,,,,2.0,1.0,3.0,2.0,,,1.0,,7.0,11.0,,,,,,
13,"Taylor, Garth",6,5,1,7,,,,1.0,,1.0,,1.0,,,,1.0,6.0,,1.0,,,,
1,"Toia, Luke",1,1,,1,,,,,,1.0,,,,,,,1.0,,,,,,
26,"Waterhouse, Clive",10,5,3,13,2,,1.0,,,3.0,2.0,2.0,,1.0,,10.0,4.0,4.0,3.0,,,,
4,"Wills, Andrew",5,4,3,8,,,,1.0,3.0,1.0,,2.0,,,,4.0,5.0,,,,,,
29,"Wira, Brad",7,4,,7,3,1.0,,1.0,,1.0,,,1.0,,,1.0,6.0,,2.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,102,106,303,13,11.0,19.0,29.0,26.0,49.0,40.0,27.0,19.0,20.0,3.0,116.0,193.0,13.0,20.0,16.0,5.0,,
Opposition,Opposition,163,64,89,252,14,12.0,40.0,20.0,32.0,45.0,41.0,15.0,20.0,19.0,3.0,113.0,142.0,10.0,6.0,11.0,15.0,,
