St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",24y 199d,78 (37-0-41 47.44%),26 (0.33),←,
16,"Butler, Dan",26y 289d,106 (61-0-45 57.55%),119 (1.12),61 (30-0-31 49.18%),66 (1.08)
13,"Byrnes, Ryan",21y 320d,29 (17-0-12 58.62%),6 (0.21),←,
23,"Bytel, Jack",23y 5d,17 (8-0-9 47.06%),3 (0.18),←,
47,"Caminiti, Anthony",19y 100d,1 (1-0-0 100.00%),,←,
11,"Clark, Hunter",23y 358d,69 (28-1-40 41.30%),8 (0.12),←,
21,"Cordy, Zaine",26y 143d,119 (64-0-55 53.78%),13 (0.11),1 (1-0-0 100.00%),1 (1.00)
5,"Crouch, Brad",29y 64d,137 (69-0-68 50.36%),48 (0.35),42 (21-0-21 50.00%),14 (0.33)
4,"Gresham, Jade",25y 207d,114 (52-1-61 46.05%),117 (1.03),←,
22,"Higgins, Jack",24y,81 (48-1-32 59.88%),87 (1.07),38 (18-0-20 47.37%),58 (1.53)
8,"Hill, Bradley",29y 253d,212 (127-0-85 59.91%),90 (0.42),63 (33-0-30 52.38%),11 (0.17)
20,"Howard, Dougal",26y 359d,103 (52-0-51 50.49%),15 (0.15),58 (29-0-29 50.00%),1 (0.02)
19,"Marshall, Rowan",27y 115d,87 (40-0-47 45.98%),45 (0.52),←,
10,"Owens, Mitch",19y 176d,8 (3-0-5 37.50%),5 (0.63),←,
33,"Paton, Ben",24y 151d,56 (27-0-29 48.21%),4 (0.07),←,
25,"Phillipou, Mattaes",18y 82d,1 (1-0-0 100.00%),1 (1.00),←,
35,"Sinclair, Jack",28y 35d,142 (61-1-80 43.31%),47 (0.33),←,
9,"Steele, Jack",27y 96d,138 (60-1-77 43.84%),54 (0.39),121 (52-1-68 43.39%),45 (0.37)
14,"Stocker, Liam",23y 55d,29 (9-0-20 31.03%),2 (0.07),1 (1-0-0 100.00%),
7,"Wanganeen-Milera, Nasiah",20y 25d,18 (9-0-9 50.00%),1 (0.06),←,
29,"Webster, Jimmy",29y 264d,134 (52-1-81 39.18%),4 (0.03),←,
44,"Wilkie, Callum",27y 9d,86 (42-0-44 48.84%),1 (0.01),←,
32,"Wood, Mason",29y 187d,94 (48-0-46 51.06%),98 (1.04),29 (18-0-11 62.07%),22 (0.76)
Totals,Totals,25y 9d,1859 (916-6-937 49.27%),794 (0.43),,
C,"Lyon, Ross",56y 131d,306 (173-5-128 57.35%),,122 (77-4-41 64.75%),
