Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",24y 235d,102 (57-3-42 57.35%),89 (0.87),←,
35,"Daicos, Peter",30y 240d,234 (136-4-94 58.97%),507 (2.17),←,
2,"Francis, Tony",23y 46d,44 (28-2-14 65.91%),36 (0.82),←,
47,"Fraser, Mark",21y 103d,1 (1-0-0 100.00%),,←,
3,"Gayfer, Michael",26y 274d,119 (72-1-46 60.92%),1 (0.01),←,
23,"Kelly, Craig",25y 336d,62 (39-2-21 64.52%),28 (0.45),←,
15,"Lehmann, Troy",20y 82d,20 (15-0-5 75.00%),19 (0.95),←,
30,"Manson, James",25y 197d,115 (68-3-44 60.43%),104 (0.90),←,
34,"McGuane, Mick",24y 140d,79 (48-2-29 62.03%),45 (0.57),←,
5,"McKeown, Ron",25y 7d,108 (62-3-43 58.80%),88 (0.81),←,
1,"Monkhorst, Damian",22y 270d,61 (40-2-19 67.21%),8 (0.13),←,
7,"Morwood, Shane",30y 168d,187 (112-3-72 60.70%),112 (0.60),170 (103-3-64 61.47%),99 (0.58)
4,"Pert, Gary",26y 355d,171 (83-0-88 48.54%),43 (0.25),8 (6-0-2 75.00%),1 (0.13)
13,"Richardson, Alan",27y,42 (25-2-15 61.90%),10 (0.24),←,
29,"Russell, Scott",22y 10d,56 (37-2-17 67.86%),38 (0.68),←,
31,"Saunders, Darren",26y 275d,28 (17-0-11 60.71%),,22 (14-0-8 63.64%),
27,"Starcevich, Craig",25y 1d,94 (55-3-36 60.11%),122 (1.30),←,
24,"Turner, Jamie",29y 279d,150 (86-3-61 58.33%),31 (0.21),←,
14,"Watson, Shane",18y 90d,8 (6-0-2 75.00%),16 (2.00),←,
19,"Wright, Graham",23y 346d,84 (56-2-26 67.86%),74 (0.88),←,
Totals,Totals,25y 8d,1765 (1043-37-685 59.09%),1371 (0.78),,
C,"Matthews, Leigh",40y 77d,144 (84-3-57 59.38%),,←,
