Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",22y 138d,43 (21-0-22 48.84%),19 (0.44),←,
31,"Fritsch, Bayley",21y 172d,9 (7-0-2 77.78%),9 (1.00),←,
11,"Gawn, Max",26y 148d,84 (33-0-51 39.29%),45 (0.54),←,
19,"Hannan, Mitch",24y 79d,26 (17-0-9 65.38%),32 (1.23),←,
4,"Harmes, James",22y 234d,54 (28-0-26 51.85%),32 (0.59),←,
14,"Hibberd, Michael",28y 144d,112 (57-1-54 51.34%),13 (0.12),28 (17-0-11 60.71%),2 (0.07)
1,"Hogan, Jesse",23y 104d,61 (27-0-34 44.26%),131 (2.15),←,
39,"Jetta, Neville",28y 104d,126 (44-2-80 35.71%),24 (0.19),←,
2,"Jones, Nathan",30y 127d,249 (74-3-172 30.32%),121 (0.49),←,
8,"Lever, Jake",22y 83d,66 (45-0-21 68.18%),3 (0.05),10 (7-0-3 70.00%),
6,"Lewis, Jordan",32y 33d,292 (188-1-103 64.55%),151 (0.52),28 (19-0-9 67.86%),6 (0.21)
28,"McDonald, Oscar",22y 70d,47 (27-0-20 57.45%),,←,
25,"McDonald, Tom",25y 251d,131 (45-0-86 34.35%),46 (0.35),←,
18,"Melksham, Jake",26y 271d,143 (70-1-72 49.30%),92 (0.64),29 (18-0-11 62.07%),35 (1.21)
30,"Neal-Bullen, Alex",22y 138d,44 (23-0-21 52.27%),37 (0.84),←,
13,"Oliver, Clayton",20y 309d,45 (26-0-19 57.78%),15 (0.33),←,
5,"Petracca, Christian",22y 143d,48 (25-0-23 52.08%),45 (0.94),←,
3,"Salem, Christian",22y 316d,55 (23-0-32 41.82%),16 (0.29),←,
38,"Smith, Tim",27y 96d,4 (2-0-2 50.00%),3 (0.75),←,
9,"Spargo, Charlie",18y 183d,5 (5-0-0 100.00%),6 (1.20),←,
23,"Vince, Bernie",32y 237d,222 (104-0-118 46.85%),113 (0.51),93 (36-0-57 38.71%),33 (0.35)
7,"Viney, Jack",24y 44d,90 (32-0-58 35.56%),26 (0.29),←,
Totals,Totals,24y 322d,1956 (923-8-1025 47.19%),979 (0.50),,
C,"Goodwin, Simon",41y 152d,33 (19-0-14 57.58%),,32 (19-0-13 59.38%),
