Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",1,1,2,3,,,3.0,2.0,,1.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,12.0
23,"Bolton, Mark",8,5,5,13,1,,1.0,1.0,1.0,5.0,1.0,1.0,,,,3.0,10.0,,,2.0,1.0,1.0,100.0
37,"Bullen, Marcus",11,3,4,15,1,,,4.0,,4.0,2.0,5.0,,3.0,,4.0,11.0,,1.0,3.0,,1.0,97.0
13,"Cupido, Damian",7,3,4,11,2,3.0,,1.0,,2.0,,2.0,1.0,,,7.0,4.0,1.0,2.0,,,,92.0
35,"Davies, James",1,,,1,1,,,,,,1.0,,,,,1.0,,,,,,,20.0
15,"Forster-Knight, Robert",6,4,8,14,,,,1.0,,1.0,4.0,,,,,8.0,6.0,,,,,,50.0
19,"Hille, David",15,1,4,19,,,11.0,1.0,1.0,6.0,10.0,3.0,1.0,3.0,,12.0,5.0,,,3.0,,,96.0
21,"Jacobs, Danny",21,6,2,23,,,,2.0,9.0,1.0,,3.0,1.0,1.0,,9.0,11.0,,,8.0,2.0,,100.0
14,"Johnson, Jason",19,8,7,26,1,1.0,,5.0,2.0,5.0,4.0,2.0,2.0,1.0,,11.0,14.0,,1.0,,,1.0,87.0
1,"Johnson, Mark",13,6,5,18,,,,7.0,3.0,6.0,4.0,3.0,,1.0,,8.0,9.0,,,,2.0,,100.0
18,"Lloyd, Matthew",13,11,4,17,6,1.0,,3.0,,2.0,1.0,1.0,1.0,,3.0,8.0,10.0,2.0,9.0,,,1.0,100.0
25,"Lucas, Scott",12,5,5,17,3,2.0,,4.0,,4.0,,2.0,2.0,,,10.0,8.0,1.0,2.0,1.0,,1.0,100.0
28,"McGrath, Cory",6,4,2,8,,,,2.0,1.0,1.0,1.0,1.0,,,,4.0,4.0,,,,,,62.0
33,"McPhee, Adam",8,3,4,12,4,,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,,3.0,9.0,,2.0,5.0,,1.0,100.0
10,"McVeigh, Mark",7,1,2,9,,,1.0,3.0,2.0,2.0,,,,,,1.0,8.0,,,1.0,,,100.0
2,"Mercuri, Mark",16,8,4,20,,,,3.0,2.0,4.0,,1.0,1.0,,,4.0,16.0,,2.0,,,2.0,89.0
29,"Reynolds, Joel",6,4,2,8,,,,1.0,,4.0,1.0,1.0,1.0,,,7.0,1.0,3.0,,,1.0,2.0,57.0
20,"Richards, Ted",2,,2,4,,,,3.0,,,,,,,,2.0,2.0,,,,,,51.0
43,"Rioli, Dean",13,5,3,16,,2.0,1.0,7.0,1.0,7.0,4.0,1.0,1.0,,,7.0,9.0,,1.0,,2.0,3.0,87.0
7,"Solomon, Dean",12,4,3,15,,2.0,1.0,8.0,1.0,2.0,,1.0,,1.0,,5.0,9.0,,,1.0,,1.0,100.0
6,"Wellman, Sean",9,5,4,13,,,,1.0,3.0,1.0,,3.0,,,,4.0,8.0,1.0,,4.0,1.0,,100.0
12,"Welsh, Andrew",11,6,6,17,,,,5.0,6.0,,,1.0,2.0,,,10.0,7.0,1.0,,2.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,93,82,299,19,14.0,19.0,69.0,33.0,60.0,35.0,34.0,14.0,12.0,3.0,130.0,162.0,9.0,20.0,30.0,9.0,14.0,
Opposition,Opposition,168,62,120,288,16,10.0,40.0,39.0,31.0,54.0,45.0,37.0,12.0,14.0,3.0,137.0,161.0,8.0,15.0,54.0,9.0,11.0,
