Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
44,"Arnot, Matt",20y 172d,5 (3-0-2 60.00%),2 (0.40),←,
12,"Astbury, David",23y 44d,33 (12-2-19 39.39%),7 (0.21),←,
25,"Chaplin, Troy",28y 47d,166 (71-1-94 43.07%),11 (0.07),26 (16-0-10 61.54%),1 (0.04)
30,"Conca, Reece",21y 242d,56 (27-1-28 49.11%),17 (0.30),←,
9,"Cotchin, Trent",24y 4d,112 (51-2-59 46.43%),64 (0.57),←,
10,"Edwards, Shane",25y 168d,133 (50-5-78 39.47%),82 (0.62),←,
5,"Ellis, Brandon",20y 251d,46 (24-1-21 53.26%),18 (0.39),←,
39,"Gordon, Nathan",24y 58d,4 (2-0-2 50.00%),2 (0.50),2 (0-0-2 0.00%),1 (0.50)
24,"Griffiths, Ben",22y 206d,23 (13-0-10 56.52%),8 (0.35),←,
6,"Grigg, Shaun",25y 357d,113 (52-2-59 46.90%),50 (0.44),70 (34-2-34 50.00%),40 (0.57)
2,"Grimes, Dylan",22y 269d,29 (12-0-17 41.38%),,←,
16,"Hampson, Shaun",26y 21d,66 (35-1-30 53.79%),32 (0.48),3 (1-0-2 33.33%),
14,"Houli, Bachar",25y 334d,95 (43-3-49 46.84%),23 (0.24),69 (33-2-34 49.28%),14 (0.20)
23,"Jackson, Daniel",27y 351d,148 (55-4-89 38.51%),58 (0.39),←,
42,"Lloyd, Sam",24y 39d,1 (0-0-1 0.00%),3 (3.00),←,
4,"Martin, Dustin",22y 289d,90 (39-2-49 44.44%),95 (1.06),←,
38,"Morris, Steven",25y 101d,47 (25-1-21 54.26%),6 (0.13),←,
1,"Newman, Chris",31y 328d,237 (84-5-148 36.50%),41 (0.17),←,
8,"Riewoldt, Jack",25y 162d,138 (55-4-79 41.30%),328 (2.38),←,
19,"Thomas, Matt",27y 43d,91 (28-1-62 31.32%),31 (0.34),4 (1-0-3 25.00%),1 (0.25)
29,"Vickery, Ty",23y 315d,79 (33-2-44 43.04%),86 (1.09),←,
31,"Vlastuin, Nick",19y 357d,22 (12-0-10 54.55%),10 (0.45),←,
Totals,Totals,24y 189d,1734 (726-37-971 41.87%),974 (0.56),,
C,"Hardwick, Damien",41y 236d,93 (40-2-51 44.09%),,←,
