Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Blease, Sam",22y 40d,22 (5-0-17 22.73%),19 (0.86),←,
10,"Byrnes, Shannon",28y 358d,109 (79-0-30 72.48%),101 (0.93),1 (0-0-1 0.00%),1 (1.00)
11,"Clark, Mitch",25y 163d,94 (33-2-59 36.17%),92 (0.98),12 (2-0-10 16.67%),31 (2.58)
14,"Dunn, Lynden",25y 321d,100 (29-2-69 30.00%),87 (0.87),←,
8,"Frawley, James",24y 192d,102 (29-1-72 28.92%),3 (0.03),←,
20,"Garland, Colin",24y 337d,81 (21-2-58 27.16%),12 (0.15),←,
27,"Gillies, Tom",23y 24d,14 (7-0-7 50.00%),1 (0.07),1 (0-0-1 0.00%),
31,"Grimes, Jack",23y 324d,54 (13-2-39 25.93%),4 (0.07),←,
38,"Howe, Jeremy",22y 275d,36 (9-0-27 25.00%),39 (1.08),←,
40,"Jamar, Mark",29y 234d,125 (44-3-78 36.40%),45 (0.36),←,
45,"Jones, Matt",25y 164d,1 (0-0-1 0.00%),,←,
2,"Jones, Nathan",25y 70d,136 (35-3-98 26.84%),68 (0.50),←,
13,"McKenzie, Jordie",22y 283d,58 (16-1-41 28.45%),8 (0.14),←,
26,"Nicholson, Daniel",22y 149d,21 (6-0-15 28.57%),2 (0.10),←,
21,"Pedersen, Cameron",26y 14d,17 (7-0-10 41.18%),21 (1.24),1 (0-0-1 0.00%),1 (1.00)
15,"Rodan, David",29y 174d,177 (62-1-114 35.31%),129 (0.73),1 (0-0-1 0.00%),
30,"Sellar, James",24y 7d,38 (15-0-23 39.47%),12 (0.32),17 (4-0-13 23.53%),9 (0.53)
12,"Sylvia, Colin",27y 143d,139 (46-2-91 33.81%),120 (0.86),←,
35,"Tapscott, Luke",21y 276d,30 (8-1-21 28.33%),4 (0.13),←,
5,"Toumpas, Jimmy",19y 88d,1 (0-0-1 0.00%),,←,
7,"Viney, Jack",18y 352d,1 (0-0-1 0.00%),1 (1.00),←,
4,"Watts, Jack",22y 5d,56 (16-2-38 30.36%),38 (0.68),←,
Totals,Totals,24y 132d,1412 (480-22-910 33.99%),806 (0.57),,
C,"Neeld, Mark",41y 261d,23 (4-0-19 17.39%),,←,
