Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 97d,70 (30-2-38 44.29%),40 (0.57),←,
50,"Ballantyne, Jon",22y 244d,9 (5-0-4 55.56%),22 (2.44),←,
35,"Baxter, Darren",27y 10d,106 (48-3-55 46.70%),17 (0.16),←,
6,"Campbell, Tony",24y 229d,77 (41-0-36 53.25%),61 (0.79),2 (2-0-0 100.00%),
1,"Charles, Justin",21y 183d,29 (15-1-13 53.45%),19 (0.66),←,
20,"Coleman, Glenn",31y 55d,167 (89-2-76 53.89%),93 (0.56),42 (21-1-20 51.19%),29 (0.69)
11,"Corcoran, Shannon",21y 36d,9 (5-0-4 55.56%),,←,
32,"Foster, Peter",31y 301d,152 (79-3-70 52.96%),56 (0.37),145 (76-3-66 53.45%),54 (0.37)
29,"Grant, Chris",19y 107d,37 (19-1-17 52.70%),74 (2.00),←,
7,"Hawkins, Doug",31y 329d,267 (108-4-155 41.20%),169 (0.63),←,
10,"Hunter, Mark",26y 208d,62 (26-2-34 43.55%),2 (0.03),←,
4,"Kellett, Nigel",22y 102d,22 (10-0-12 45.45%),5 (0.23),←,
21,"Kolyniuk, Steven",21y 268d,45 (22-1-22 50.00%),50 (1.11),←,
39,"Liberatore, Tony",26y 47d,61 (33-1-27 54.92%),36 (0.59),←,
27,"Macpherson, Stephen",27y 118d,140 (66-3-71 48.21%),135 (0.96),←,
31,"Smith, Rohan",18y 303d,2 (2-0-0 100.00%),3 (1.50),←,
17,"Standfield, Barry",22y 45d,12 (6-0-6 50.00%),,←,
8,"Toohey, Bernard",29y 40d,225 (112-1-112 50.00%),111 (0.49),2 (2-0-0 100.00%),
24,"Wallis, Stephen",27y 154d,179 (92-2-85 51.96%),40 (0.22),←,
15,"Wynd, Scott",22y 64d,57 (25-1-31 44.74%),11 (0.19),←,
Totals,Totals,24y 330d,1728 (833-27-868 48.21%),944 (0.55),,
C,"Wheeler, Terry",37y 16d,46 (23-1-22 51.09%),,←,
