Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
45,"Crameri, Stewart",8,6,9,17,1,1.0,,1.0,,4.0,1.0,4.0,2.0,2.0,,12.0,5.0,3.0,2.0,1.0,,,81.0
15,"Dempsey, Courtenay",11,5,7,18,,,,1.0,4.0,2.0,,2.0,,1.0,,4.0,14.0,1.0,,2.0,2.0,,94.0
31,"Fletcher, Dustin",15,7,3,18,,,,4.0,3.0,1.0,,2.0,1.0,1.0,,5.0,11.0,,,9.0,,,95.0
34,"Hardingham, Kyle",10,4,8,18,,,,4.0,3.0,,,1.0,2.0,,,7.0,10.0,,,7.0,,,93.0
21,"Heppell, Dyson",10,7,10,20,,,,2.0,1.0,3.0,1.0,1.0,,1.0,,6.0,16.0,,,4.0,1.0,1.0,92.0
19,"Hille, David",19,7,8,27,,,15.0,2.0,2.0,11.0,4.0,1.0,2.0,,3.0,11.0,18.0,1.0,1.0,3.0,,,88.0
39,"Hocking, Heath",16,3,11,27,,1.0,,7.0,2.0,5.0,11.0,5.0,2.0,2.0,,13.0,13.0,,,3.0,,,76.0
26,"Hooker, Cale",9,7,6,15,,,,1.0,2.0,1.0,,2.0,2.0,,,6.0,8.0,1.0,,5.0,,,98.0
40 ↓,"Howlett, Ben",10,3,5,15,,1.0,,5.0,,1.0,3.0,1.0,2.0,,,5.0,10.0,,,2.0,,,52.0
18,"Hurley, Michael",5,2,6,11,2,,1.0,2.0,,2.0,,,1.0,,,4.0,6.0,1.0,1.0,4.0,1.0,1.0,89.0
7,"Jetta, Leroy",15,8,8,23,,2.0,,4.0,3.0,6.0,2.0,1.0,2.0,,,5.0,19.0,,,,1.0,,82.0
14,"Lonergan, Sam",4,1,12,16,,1.0,,2.0,,,2.0,4.0,,1.0,,9.0,8.0,,1.0,1.0,,,75.0
42 ↑,"Lovett-Murray, Nathan",5,3,1,6,,,1.0,3.0,,1.0,,1.0,,,,2.0,4.0,1.0,,,,,23.0
10,"McVeigh, Mark",10,5,9,19,1,1.0,,5.0,1.0,3.0,,1.0,,1.0,,3.0,16.0,,2.0,1.0,,,76.0
17,"Melksham, Jake",12,6,8,20,,,,2.0,2.0,6.0,2.0,1.0,,1.0,,7.0,14.0,,,2.0,3.0,1.0,76.0
6,"Monfries, Angus",9,4,5,14,2,2.0,,3.0,,1.0,3.0,3.0,3.0,2.0,,9.0,5.0,1.0,1.0,3.0,,,88.0
23,"Myers, David",8,4,4,12,1,1.0,,2.0,1.0,3.0,1.0,4.0,,2.0,,3.0,10.0,,,2.0,,,94.0
30,"Ryder, Paddy",10,7,6,16,2,,13.0,3.0,1.0,6.0,1.0,1.0,3.0,,1.0,10.0,8.0,2.0,2.0,4.0,1.0,1.0,93.0
5,"Stanton, Brent",21,12,9,30,2,,,3.0,1.0,6.0,1.0,5.0,3.0,2.0,,6.0,24.0,2.0,2.0,1.0,2.0,1.0,82.0
4,"Watson, Jobe",22,8,13,35,2,2.0,,1.0,2.0,5.0,2.0,1.0,1.0,,2.0,10.0,24.0,,,1.0,,,82.0
8,"Winderlich, Jason",4,2,13,17,1,,,3.0,,2.0,3.0,1.0,1.0,1.0,,10.0,9.0,,1.0,2.0,,3.0,85.0
11,"Zaharakis, David",11,5,8,19,2,2.0,,6.0,2.0,2.0,3.0,1.0,1.0,,,7.0,13.0,,2.0,2.0,,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,244,116,169,413,16,17.0,30.0,66.0,30.0,71.0,40.0,43.0,28.0,17.0,6.0,154.0,265.0,13.0,15.0,59.0,11.0,9.0,
Opposition,Opposition,194,70,123,317,8,10.0,26.0,60.0,48.0,40.0,35.0,63.0,17.0,28.0,,148.0,161.0,13.0,9.0,61.0,18.0,6.0,
