Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",23y 222d,40 (28-0-12 70.00%),27 (0.68),←,
8,"Anderson, Dean",24y 297d,73 (54-0-19 73.97%),72 (0.99),←,
7,"Ayres, Gary",31y 239d,247 (183-1-63 74.29%),69 (0.28),←,
4,"Collins, Andrew",27y 29d,110 (83-0-27 75.45%),28 (0.25),←,
3,"Condon, Anthony",24y 170d,68 (51-0-17 75.00%),28 (0.41),←,
26,"Cooper, Paul",24y 48d,28 (20-0-8 71.43%),3 (0.11),←,
13,"Dear, Paul",25y 148d,65 (47-0-18 72.31%),58 (0.89),←,
19,"Dunstall, Jason",27y 284d,154 (122-0-32 79.22%),710 (4.61),←,
16,"Gowers, Andrew",23y 43d,31 (25-0-6 80.65%),15 (0.48),←,
6,"Hall, Tony",27y 251d,64 (53-0-11 82.81%),102 (1.59),←,
17,"Hudson, Paul",21y 309d,41 (31-0-10 75.61%),76 (1.85),←,
11,"Jarman, Darren",25y 117d,33 (24-0-9 72.73%),55 (1.67),←,
24,"Langford, Chris",29y 143d,203 (155-1-47 76.60%),28 (0.14),←,
12,"Lawrence, Stephen",23y 32d,58 (41-0-17 70.69%),16 (0.28),←,
20,"Maginness, Scott",25y 296d,72 (54-0-18 75.00%),4 (0.06),←,
2,"Mew, Chris",31y 17d,220 (161-1-58 73.41%),20 (0.09),←,
35,"Morrissey, James",27y 233d,93 (71-0-22 76.34%),87 (0.94),←,
44,"Platten, John",29y 68d,146 (111-0-35 76.03%),153 (1.05),←,
18,"Pritchard, Darrin",26y 64d,112 (85-0-27 75.89%),63 (0.56),←,
25,"Taylor, Jason",23y 244d,16 (7-0-9 43.75%),8 (0.50),9 (6-0-3 66.67%),4 (0.44)
Totals,Totals,26y 53d,1874 (1406-3-465 75.03%),1622 (0.87),,
C,"Joyce, Alan",49y 216d,58 (46-0-12 79.31%),,←,
