St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Ackland, Cain",9,7,5,14,,1.0,13.0,3.0,1.0,5.0,1.0,5.0,1.0,3.0,,4.0,10.0,,1.0,2.0,6.0,,70.0
10,"Baker, Steven",8,2,5,13,1,,,5.0,,2.0,1.0,2.0,1.0,,,2.0,11.0,,,7.0,,,89.0
14,"Ball, Luke",9,3,9,18,,,1.0,6.0,3.0,2.0,7.0,1.0,1.0,,,10.0,8.0,,,1.0,,,84.0
3,"Clarke, Xavier",4,1,3,7,,,,2.0,,2.0,1.0,4.0,1.0,2.0,,6.0,1.0,,,3.0,,1.0,70.0
26,"Dal Santo, Nick",11,6,10,21,,,1.0,5.0,3.0,3.0,5.0,3.0,2.0,,,9.0,13.0,1.0,,2.0,2.0,,71.0
22,"Fiora, Aaron",8,5,9,17,1,,2.0,,1.0,2.0,2.0,3.0,,1.0,,5.0,12.0,,1.0,2.0,5.0,,92.0
6,"Fisher, Leigh",11,1,7,18,,,,,4.0,1.0,,1.0,1.0,,,7.0,9.0,,,6.0,1.0,,100.0
25,"Fisher, Sam",9,2,12,21,,,,1.0,2.0,2.0,,1.0,,,,7.0,14.0,,,4.0,1.0,1.0,100.0
9,"Gehrig, Fraser",9,9,1,10,5,2.0,,2.0,,2.0,,2.0,,1.0,,3.0,7.0,2.0,7.0,,1.0,1.0,100.0
18,"Goddard, Brendon",19,7,5,24,,1.0,3.0,8.0,2.0,6.0,4.0,,,,,6.0,16.0,1.0,,2.0,3.0,,87.0
15,"Gram, Jason",12,6,6,18,,,,3.0,3.0,4.0,1.0,3.0,1.0,,,3.0,13.0,,,,3.0,1.0,98.0
35,"Harvey, Robert",16,12,8,24,3,1.0,,1.0,1.0,4.0,,1.0,1.0,,3.0,5.0,19.0,,4.0,,,,62.0
8,"Hudghton, Max",8,6,9,17,,,,4.0,4.0,,,2.0,1.0,1.0,1.0,5.0,11.0,1.0,,7.0,3.0,,100.0
31,"Maguire, Matt",14,7,9,23,,1.0,,3.0,5.0,3.0,1.0,5.0,2.0,2.0,,10.0,15.0,,,5.0,3.0,1.0,100.0
32,"McQualter, Andrew",5,3,3,8,,,,6.0,,2.0,1.0,2.0,,1.0,,1.0,7.0,,,1.0,2.0,,55.0
44,"Milne, Stephen",15,9,1,16,2,2.0,,2.0,1.0,6.0,1.0,2.0,,2.0,,3.0,12.0,,3.0,2.0,5.0,1.0,100.0
11,"Montagna, Leigh",13,11,8,21,,1.0,,2.0,3.0,4.0,1.0,3.0,,1.0,,4.0,16.0,1.0,,1.0,9.0,,86.0
1,"Peckett, Justin",4,2,5,9,,,,4.0,1.0,1.0,1.0,2.0,,,,3.0,6.0,,,3.0,1.0,1.0,63.0
12,"Riewoldt, Nick",17,14,1,18,4,4.0,,1.0,,2.0,,1.0,1.0,,2.0,6.0,12.0,5.0,12.0,2.0,,2.0,85.0
29,"Rix, Michael",2,2,2,4,,,16.0,3.0,,,,1.0,,1.0,,,4.0,,,2.0,,,54.0
40,"Schwarze, Troy",2,1,5,7,,,,,,1.0,1.0,2.0,,1.0,,3.0,4.0,,,5.0,4.0,,45.0
13,"Voss, Brett",15,12,2,17,2,3.0,,2.0,,7.0,,2.0,,1.0,,4.0,13.0,2.0,4.0,1.0,,2.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,128,125,345,18,17.0,36.0,63.0,34.0,61.0,28.0,48.0,13.0,17.0,6.0,106.0,233.0,13.0,32.0,58.0,49.0,11.0,
Opposition,Opposition,180,97,190,370,8,7.0,27.0,39.0,44.0,43.0,29.0,47.0,17.0,13.0,,105.0,270.0,3.0,8.0,32.0,19.0,2.0,
