Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",13,3,6,19,1,1.0,,,1.0,8.0,3.0,4.0,2.0,1.0,,8.0,11.0,,,,,1.0,95.0
20,"Black, Simon",19,3,7,26,,,,2.0,3.0,10.0,5.0,4.0,,,2.0,10.0,16.0,2.0,,1.0,1.0,2.0,86.0
36,"Bradshaw, Daniel",6,6,5,11,1,,,,2.0,1.0,,1.0,,,,6.0,5.0,1.0,1.0,4.0,,1.0,100.0
1,"Caracella, Blake",3,2,2,5,,,,,,2.0,1.0,,,,,2.0,3.0,,,,,,58.0
30,"Copeland, Robert",5,4,1,6,,,1.0,2.0,1.0,2.0,,,,,,2.0,4.0,2.0,,4.0,,,100.0
18,"Corrie, Anthony",8,2,,8,,1.0,,1.0,2.0,3.0,1.0,1.0,,,,4.0,4.0,1.0,,1.0,3.0,,65.0
14,"Hadley, Richard",3,2,5,8,,,,1.0,,2.0,1.0,1.0,,,,4.0,4.0,,,1.0,2.0,,43.0
32,"Hart, Shaun",7,4,9,16,2,,,3.0,1.0,4.0,1.0,1.0,,,,5.0,11.0,,1.0,2.0,2.0,1.0,77.0
2,"Johnson, Chris",10,4,4,14,,,,2.0,14.0,1.0,,5.0,2.0,1.0,,5.0,8.0,1.0,1.0,2.0,1.0,,81.0
27,"Keating, Clark",8,3,3,11,,3.0,11.0,,1.0,1.0,4.0,2.0,1.0,2.0,,6.0,4.0,,,,,,52.0
44,"Lappin, Nigel",17,4,10,27,,,,2.0,2.0,3.0,7.0,5.0,1.0,,,12.0,15.0,1.0,,3.0,2.0,1.0,98.0
23,"Leppitsch, Justin",7,4,2,9,1,1.0,,,1.0,,,4.0,,2.0,,5.0,4.0,2.0,2.0,4.0,,,100.0
26,"Macdonald, Joel",7,2,2,9,,,,3.0,1.0,,2.0,,,,,5.0,4.0,1.0,,1.0,,,58.0
9,"McGrath, Ashley",6,3,5,11,,,,2.0,4.0,1.0,1.0,4.0,,1.0,,3.0,8.0,,,1.0,,,100.0
25,"McLaren, Dylan",2,2,2,4,,,14.0,,1.0,,,2.0,,2.0,,1.0,3.0,1.0,,3.0,,1.0,58.0
4,"McRae, Craig",3,1,4,7,,,,2.0,,4.0,1.0,1.0,,,,3.0,4.0,,,1.0,,1.0,90.0
15,"Michael, Mal",4,5,4,8,,,,,3.0,,,1.0,,,,5.0,3.0,2.0,,10.0,,,100.0
8,"Notting, Tim",7,4,4,11,2,,,,,3.0,1.0,2.0,,,,5.0,6.0,2.0,1.0,4.0,1.0,,83.0
13,"Pike, Martin",8,5,2,10,1,1.0,,,,3.0,1.0,6.0,,2.0,,5.0,6.0,,1.0,3.0,2.0,,90.0
6,"Power, Luke",18,8,11,29,,,,1.0,4.0,6.0,2.0,2.0,,,,11.0,18.0,,,4.0,7.0,,100.0
3,"Voss, Michael",9,5,10,19,2,2.0,,,,2.0,1.0,1.0,,,,10.0,9.0,1.0,2.0,,,,89.0
33,"White, Darryl",7,6,4,11,,,,1.0,2.0,,,1.0,,1.0,,5.0,5.0,1.0,,5.0,1.0,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,82,102,279,10,13.0,26.0,22.0,43.0,56.0,32.0,48.0,6.0,12.0,2.0,122.0,155.0,18.0,9.0,54.0,22.0,8.0,
Opposition,Opposition,218,110,132,350,12,15.0,34.0,36.0,49.0,54.0,29.0,30.0,12.0,6.0,4.0,107.0,233.0,14.0,16.0,43.0,20.0,3.0,
