Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",11,,12,23,,,,,,,,,,2.0,,,,,,,,,
35,"Baxter, Darren",14,2,7,21,3,,,,,,,,,,,,,,,,,,
18,"Cameron, Leon",13,3,4,17,2,,,1.0,,,,,,1.0,,,,,,,,,
1,"Charles, Justin",6,6,3,9,,,1.0,2.0,,,,,2.0,3.0,,,,,,,,,
20,"Coleman, Glenn",12,6,6,18,1,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
22,"Cullen, Mark",15,3,6,21,2,4.0,,,,,,,1.0,3.0,3.0,,,,,,,,
12,"Eppelstun, Greg",7,2,3,10,,,,,,,,,2.0,,,,,,,,,,
45,"Ford, Michael",8,,3,11,,,,,,,,,,1.0,,,,,,,,,
32,"Foster, Peter",10,3,3,13,,,,1.0,,,,,2.0,2.0,,,,,,,,,
19,"Gow, Paul",2,,,2,,,,1.0,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",8,2,3,11,,3.0,,,,,,,1.0,,,,,,,,,,
43,"Hogg, Matthew",7,1,2,9,,,,3.0,,,,,1.0,,,,,,,,,,
10,"Hunter, Mark",11,3,3,14,,,,1.0,,,,,3.0,,,,,,,,,,
31,"Krakouer, Phil",3,3,2,5,2,1.0,,,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",13,1,6,19,1,1.0,,4.0,,,,,,7.0,,,,,,,,,
27,"Macpherson, Stephen",13,4,6,19,1,,,,,,,,1.0,1.0,,,,,,,,,
33,"Royal, Brian",12,,4,16,2,4.0,,,,,,,3.0,1.0,,,,,,,,,
34,"Sexton, Ben",6,5,4,10,3,3.0,,,,,,,1.0,1.0,,,,,,,,,
24,"Wallis, Stephen",6,2,9,15,,,,3.0,,,,,2.0,1.0,,,,,,,,,
15,"Wynd, Scott",6,10,16,22,1,,4.0,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,56,102,285,18,19.0,5.0,17.0,,,,,22.0,26.0,3.0,,,,,,,,
Opposition,Opposition,207,60,99,306,21,15.0,13.0,24.0,,,,,26.0,22.0,3.0,,,,,,,,
