North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Anthony, Liam",9,7,18,27,,,,1.0,,3.0,3.0,2.0,1.0,,,7.0,20.0,1.0,,,1.0,2.0,75.0
33,"Campbell, Matt",3,1,4,7,1,,,2.0,,,,,1.0,,,2.0,5.0,,,4.0,,,68.0
11,"Firrito, Michael",7,2,11,18,1,,,2.0,,1.0,4.0,2.0,,2.0,,7.0,10.0,,,1.0,,1.0,80.0
38,"Gibson, Josh",14,8,17,31,,,,1.0,6.0,4.0,,2.0,,1.0,,3.0,28.0,1.0,,10.0,5.0,,100.0
22,"Goldstein, Todd",4,6,8,12,1,,15.0,1.0,2.0,,2.0,,1.0,,,4.0,8.0,,,1.0,,,63.0
24,"Greenwood, Levi",2,1,11,13,,,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,,7.0,7.0,,,1.0,1.0,,82.0
31,"Hale, David",1,1,1,2,,,,,,,,2.0,,1.0,,1.0,1.0,,1.0,,,,84.0
6,"Hansen, Lachlan",9,5,5,14,1,2.0,,1.0,,3.0,,,,,,3.0,11.0,1.0,2.0,2.0,,1.0,87.0
39,"Harding, Leigh",8,7,7,15,,,,,1.0,1.0,1.0,3.0,,,,2.0,13.0,,,2.0,1.0,,77.0
29,"Harvey, Brent",23,5,3,26,1,1.0,,,1.0,6.0,,4.0,1.0,1.0,,4.0,23.0,,1.0,1.0,9.0,,89.0
21,"Jones, Corey",10,8,8,18,4,,,3.0,,3.0,,3.0,1.0,1.0,,7.0,12.0,1.0,3.0,2.0,,,80.0
1,"McIntosh, Hamish",8,7,13,21,,,15.0,1.0,1.0,5.0,2.0,2.0,,,,5.0,16.0,1.0,,1.0,,,76.0
42,"McMahon, Scott",7,1,5,12,,,,1.0,3.0,,,,,,,,11.0,,,6.0,,,97.0
20,"Petrie, Drew",13,9,7,20,,,,,1.0,4.0,2.0,2.0,1.0,,,7.0,11.0,2.0,,3.0,,1.0,84.0
5,"Power, Sam",10,5,19,29,,,,,1.0,4.0,3.0,2.0,,1.0,,7.0,22.0,,,2.0,,1.0,74.0
3,"Rawlings, Brady",11,7,14,25,,,,,7.0,,,1.0,,,,2.0,23.0,,,3.0,,,90.0
15,"Ross, Ben",8,5,8,16,,2.0,,2.0,,5.0,2.0,4.0,,1.0,,5.0,11.0,,,1.0,1.0,,74.0
7,"Simpson, Adam",15,11,19,34,,,,3.0,2.0,4.0,5.0,3.0,2.0,1.0,,10.0,24.0,1.0,1.0,4.0,,,78.0
9,"Swallow, Andrew",10,5,12,22,,,,6.0,1.0,2.0,5.0,1.0,2.0,,,9.0,13.0,,,1.0,,,77.0
12,"Thomas, Lindsay",10,5,7,17,2,2.0,,,1.0,5.0,2.0,4.0,,2.0,,4.0,13.0,1.0,1.0,,,1.0,80.0
16,"Thompson, Scott",8,6,15,23,,,,1.0,5.0,,,3.0,1.0,1.0,,12.0,13.0,2.0,,6.0,1.0,1.0,97.0
14,"Urquhart, Gavin",14,9,7,21,,,,5.0,2.0,3.0,1.0,2.0,,,,4.0,17.0,,,,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,121,219,423,11,9.0,31.0,32.0,34.0,55.0,33.0,44.0,12.0,13.0,,112.0,312.0,11.0,9.0,51.0,19.0,8.0,
Opposition,Opposition,194,118,179,373,17,14.0,31.0,40.0,39.0,56.0,31.0,32.0,13.0,12.0,6.0,96.0,272.0,10.0,19.0,41.0,36.0,13.0,
