Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",23y 207d,55 (23-0-32 41.82%),46 (0.84),←,
7,"Black, Heath",20y 16d,26 (9-0-17 34.62%),15 (0.58),←,
32,"Bond, Chris",30y 138d,154 (67-1-86 43.83%),45 (0.29),32 (9-0-23 28.13%),5 (0.16)
22,"Carroll, Trent",21y 46d,22 (7-0-15 31.82%),1 (0.05),←,
39,"Clark, Michael",21y 74d,1 (1-0-0 100.00%),,←,
31,"Clement, James",22y 282d,65 (22-0-43 33.85%),35 (0.54),←,
2,"Fletcher, Adrian",29y 246d,179 (79-2-98 44.69%),85 (0.47),27 (8-0-19 29.63%),12 (0.44)
35,"Gale, Mark",23y 37d,53 (18-0-35 33.96%),15 (0.28),←,
17,"Holland, Brodie",19y 161d,19 (4-0-15 21.05%),20 (1.05),←,
11,"Kickett, Dale",31y 40d,137 (57-0-80 41.61%),55 (0.40),91 (34-0-57 37.36%),15 (0.16)
16,"Michael, Clem",22y 332d,16 (6-0-10 37.50%),2 (0.13),←,
6,"Modra, Tony",30y 104d,129 (58-1-70 45.35%),486 (3.77),11 (3-0-8 27.27%),46 (4.18)
25,"Norrish, Jason",27y 138d,95 (38-0-57 40.00%),16 (0.17),75 (26-0-49 34.67%),14 (0.19)
10,"OReilly, Stephen",26y 216d,126 (53-0-73 42.06%),20 (0.16),90 (32-0-58 35.56%),15 (0.17)
23,"Parker, Shane",26y 115d,77 (28-0-49 36.36%),5 (0.06),←,
36,"Prescott, Ashley",26y 275d,101 (50-1-50 50.00%),19 (0.19),11 (3-0-8 27.27%),4 (0.36)
33,"Shipp, Andrew",19y 338d,7 (3-0-4 42.86%),7 (1.00),←,
1,"Toia, Luke",21y 202d,49 (20-0-29 40.82%),27 (0.55),←,
19,"Walker, James",20y 149d,6 (2-0-4 33.33%),1 (0.17),←,
26,"Waterhouse, Clive",24y 355d,53 (20-0-33 37.74%),75 (1.42),←,
4,"Wills, Andrew",27y 161d,132 (69-0-63 52.27%),114 (0.86),73 (29-0-44 39.73%),71 (0.97)
29,"Wira, Brad",27y 89d,73 (33-1-39 45.89%),7 (0.10),12 (3-0-9 25.00%),3 (0.25)
Totals,Totals,24y 269d,1575 (667-6-902 42.35%),1096 (0.70),,
C,"Drum, Damian",38y 320d,11 (3-0-8 27.27%),,←,
