Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aliir, Aliir",9,2,4,13,,,,2.0,3.0,1.0,,6.0,1.0,1.0,,5.0,5.0,,,7.0,,,88.0
15,"Amon, Karl",13,4,8,21,1,1.0,,6.0,,6.0,4.0,2.0,3.0,1.0,,7.0,16.0,,,3.0,,1.0,72.0
10,"Boak, Travis",13,6,19,32,1,,,4.0,,6.0,7.0,2.0,1.0,1.0,1.0,19.0,15.0,,,3.0,,,80.0
26,"Bonner, Riley",19,2,5,24,,,,,6.0,3.0,1.0,3.0,,,,5.0,12.0,,,3.0,2.0,1.0,85.0
3,"Burton, Ryan",12,6,3,15,,,,,4.0,1.0,,1.0,1.0,1.0,,4.0,9.0,,,7.0,,,82.0
18,"Butters, Zak",12,3,15,27,,,,5.0,1.0,5.0,8.0,3.0,1.0,,,13.0,13.0,,,2.0,2.0,,92.0
33,"Byrne-Jones, Darcy",21,8,5,26,,,,3.0,6.0,3.0,1.0,5.0,,3.0,,5.0,21.0,,,4.0,,,89.0
28,"Drew, Willem",11,3,4,15,1,,,2.0,2.0,6.0,4.0,6.0,2.0,1.0,,8.0,7.0,,,4.0,,1.0,70.0
7 ↓,"Duursma, Xavier",5,2,1,6,,,,,1.0,1.0,,,1.0,,,2.0,4.0,,,,,,8.0
11,"Finlayson, Jeremy",6,3,5,11,,1.0,6.0,,,1.0,2.0,5.0,2.0,3.0,,5.0,5.0,,,5.0,,,82.0
19,"Georgiades, Mitch",5,5,2,7,1,1.0,,3.0,,2.0,,5.0,,3.0,,3.0,4.0,3.0,3.0,2.0,,,86.0
9,"Gray, Robbie",1,1,4,5,,,,3.0,,,,1.0,1.0,,,2.0,4.0,,,1.0,,,82.0
5,"Houston, Dan",27,12,9,36,2,2.0,,2.0,3.0,10.0,2.0,6.0,2.0,3.0,3.0,9.0,27.0,1.0,,2.0,1.0,,88.0
1,"Jonas, Tom",5,4,4,9,,,,4.0,3.0,,,3.0,,2.0,,4.0,4.0,,,7.0,,,97.0
34,"Jones, Lachie",7,3,5,12,,,,4.0,4.0,,1.0,3.0,1.0,2.0,,7.0,5.0,,,9.0,,,82.0
29,"Lycett, Scott",2,1,7,9,,,20.0,1.0,,,3.0,3.0,1.0,2.0,,5.0,4.0,1.0,,1.0,,,83.0
4,"Marshall, Todd",4,2,,4,1,,,2.0,,,,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,84.0
12,"McKenzie, Trent",10,2,2,12,,,,1.0,6.0,,1.0,1.0,1.0,1.0,,6.0,4.0,2.0,,2.0,,,77.0
44,"Mead, Jackson",6,2,4,10,,,,3.0,1.0,2.0,1.0,1.0,,,,3.0,7.0,,,3.0,,1.0,77.0
6 ↑,"Motlop, Steven",6,5,5,11,1,,,,,1.0,,,1.0,,,3.0,9.0,,1.0,,,1.0,61.0
2,"Powell-Pepper, Sam",7,3,11,18,1,1.0,,2.0,,2.0,3.0,1.0,4.0,,,10.0,10.0,,,2.0,,,81.0
20,"Rozee, Connor",2,,3,5,1,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,3.0,2.0,,,,,,76.0
16,"Wines, Ollie",13,3,16,29,,1.0,,6.0,,4.0,2.0,3.0,,1.0,,9.0,18.0,,1.0,,,1.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,82,141,357,10,9.0,26.0,54.0,40.0,55.0,41.0,63.0,25.0,26.0,4.0,140.0,206.0,8.0,6.0,68.0,5.0,6.0,
Opposition,Opposition,206,90,123,329,11,14.0,52.0,57.0,44.0,52.0,40.0,72.0,26.0,25.0,2.0,141.0,194.0,12.0,12.0,45.0,8.0,9.0,
