North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",27y 42d,151 (79-1-71 52.65%),168 (1.11),←,
5,"Anderson, Stuart",21y 10d,8 (7-0-1 87.50%),2 (0.25),←,
11,"Archer, Glenn",22y 105d,62 (36-0-26 58.06%),32 (0.52),←,
14,"Armstrong, Matt",28y 128d,146 (62-0-84 42.47%),78 (0.53),14 (10-0-4 71.43%),7 (0.50)
12,"Blakey, John",28y 348d,190 (86-0-104 45.26%),52 (0.27),55 (34-0-21 61.82%),14 (0.25)
16,"Capuano, Mathew",19y 308d,17 (11-0-6 64.71%),6 (0.35),←,
18,"Carey, Wayne",24y 41d,112 (64-0-48 57.14%),280 (2.50),←,
25,"Daniltchenko, Jason",19y 308d,11 (9-0-2 81.82%),,←,
6,"Fairley, Ian",30y 292d,184 (92-2-90 50.54%),148 (0.80),←,
7,"Laidley, Dani",28y 102d,106 (63-1-42 59.91%),12 (0.11),54 (34-0-20 62.96%),1 (0.02)
35,"Longmire, John",24y 188d,144 (72-1-71 50.35%),463 (3.22),←,
4,"Martyn, Mick",26y 310d,145 (75-1-69 52.07%),12 (0.08),←,
31,"McKernan, Corey",21y 200d,36 (24-0-12 66.67%),32 (0.89),←,
13,"Nichols, Trent",26y 91d,88 (35-1-52 40.34%),86 (0.98),28 (18-0-10 64.29%),37 (1.32)
3,"Rock, Anthony",24y 281d,101 (58-0-43 57.43%),88 (0.87),←,
2,"Schwass, Wayne",26y 222d,136 (71-0-65 52.21%),76 (0.56),←,
8,"Scott, Robert",26y 128d,146 (85-1-60 58.56%),174 (1.19),14 (10-0-4 71.43%),10 (0.71)
24,"Sholl, Craig",27y 189d,120 (66-0-54 55.00%),20 (0.17),←,
15,"Smith, Ross",30y 154d,210 (105-2-103 50.48%),36 (0.17),←,
10,"Stevens, Anthony",24y 5d,101 (56-0-45 55.45%),47 (0.47),←,
36,"Stevens, Mark",19y 255d,5 (5-0-0 100.00%),10 (2.00),←,
Totals,Totals,25y 72d,2219 (1161-10-1048 52.32%),1822 (0.82),,
C,"Pagan, Denis",47y 286d,59 (37-0-22 62.71%),,←,
