Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Aish, James",4,,4,8,,,,3.0,,4.0,1.0,2.0,1.0,,,2.0,6.0,,,,,,80.0
34,"Bewley, Brett",8,2,6,14,1,,,,,2.0,2.0,1.0,1.0,,,5.0,9.0,,,,,,74.0
19,"Blakely, Connor",3,2,3,6,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,3.0,3.0,,,1.0,,,60.0
8,"Brayshaw, Andrew",12,5,12,24,,,,8.0,1.0,3.0,3.0,5.0,1.0,3.0,,7.0,18.0,,,3.0,,,80.0
5,"Cerra, Adam",14,5,10,24,,,,5.0,3.0,2.0,1.0,1.0,,1.0,,6.0,18.0,,,,1.0,,84.0
6,"Conca, Reece",8,7,3,11,,,,2.0,3.0,,,,1.0,,,4.0,8.0,1.0,,3.0,,,89.0
36,"Cox, Brennan",4,2,4,8,,,,,1.0,,,2.0,1.0,1.0,,6.0,3.0,2.0,,4.0,,,95.0
12,"Crowden, Mitch",3,,2,5,1,,,6.0,,1.0,2.0,3.0,1.0,2.0,,4.0,2.0,,,1.0,,,86.0
4,"Darcy, Sean",2,1,9,11,,1.0,24.0,,,,2.0,5.0,,3.0,,9.0,1.0,1.0,1.0,2.0,,,81.0
44,"Duman, Taylin",10,3,6,16,,,,2.0,4.0,3.0,2.0,4.0,1.0,1.0,,8.0,8.0,,,2.0,,,82.0
7,"Fyfe, Nat",6,2,5,11,,,,3.0,2.0,2.0,3.0,,4.0,,,10.0,3.0,,,3.0,,1.0,83.0
31,"Henry, Liam",4,1,4,8,1,1.0,,1.0,,1.0,,2.0,,,,4.0,3.0,,,,,,67.0
32,"Hill, Stephen",4,1,4,8,,,,,2.0,1.0,,2.0,,1.0,,,8.0,,,,,,75.0
15,"Hughes, Ethan",7,3,6,13,,,,3.0,4.0,,,2.0,1.0,1.0,,4.0,8.0,,,5.0,1.0,,79.0
37,"Lobb, Rory",4,2,3,7,,,10.0,2.0,,2.0,,,,,,2.0,5.0,1.0,,,,,100.0
16,"Mundy, David",8,2,12,20,2,,,8.0,1.0,3.0,5.0,1.0,1.0,,,6.0,13.0,,1.0,,,,78.0
13,"Ryan, Luke",11,2,2,13,,,,,6.0,,,4.0,2.0,3.0,,1.0,7.0,,,4.0,2.0,,81.0
28,"Schultz, Lachie",6,3,4,10,,1.0,,4.0,,2.0,,2.0,2.0,,,5.0,5.0,,,1.0,,1.0,84.0
22,"Serong, Caleb",6,2,9,15,,,,3.0,1.0,4.0,1.0,2.0,,1.0,,4.0,11.0,,,,,1.0,73.0
20,"Taberner, Matthew",4,3,3,7,2,,,,,1.0,,,,,,4.0,3.0,1.0,1.0,2.0,,,100.0
10,"Walters, Michael",7,2,11,18,,1.0,,3.0,,2.0,3.0,1.0,2.0,,,11.0,7.0,,1.0,3.0,,1.0,89.0
14,"Wilson, Nathan",10,3,8,18,1,,,,2.0,3.0,2.0,1.0,,,,4.0,13.0,,,1.0,2.0,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,145,53,130,275,8,5.0,34.0,55.0,32.0,37.0,28.0,41.0,20.0,17.0,,109.0,162.0,6.0,4.0,35.0,6.0,4.0,
Opposition,Opposition,199,81,151,350,14,7.0,26.0,53.0,29.0,45.0,33.0,49.0,17.0,20.0,6.0,123.0,228.0,9.0,11.0,52.0,5.0,11.0,
