Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",33y 107d,287 (169-0-118 58.89%),139 (0.48),←,
16,"Brown, Leigh",24y 136d,143 (58-1-84 40.91%),56 (0.39),80 (39-1-40 49.38%),36 (0.45)
24,"Firrito, Michael",22y 224d,50 (27-0-23 54.00%),10 (0.20),←,
6,"Grant, Shannon",29y 81d,251 (140-2-109 56.18%),289 (1.15),193 (108-1-84 56.22%),251 (1.30)
15,"Green, Kasey",26y 302d,68 (26-1-41 38.97%),17 (0.25),14 (5-0-9 35.71%),9 (0.64)
31,"Hale, David",22y 48d,51 (22-0-29 43.14%),26 (0.51),←,
39,"Harding, Leigh",25y 74d,82 (42-1-39 51.83%),117 (1.43),←,
4,"Harris, Daniel",24y 60d,83 (41-1-41 50.00%),28 (0.34),←,
29,"Harvey, Brent",28y 56d,208 (118-1-89 56.97%),238 (1.14),←,
21,"Jones, Corey",25y 133d,95 (44-0-51 46.32%),113 (1.19),←,
35,"Makepeace, Troy",27y 125d,136 (69-1-66 51.10%),37 (0.27),←,
1,"McIntosh, Hamish",21y 308d,10 (3-0-7 30.00%),6 (0.60),←,
20,"Petrie, Drew",23y 267d,98 (47-1-50 48.47%),73 (0.74),←,
30,"Pratt, Daniel",23y 110d,33 (16-0-17 48.48%),2 (0.06),30 (15-0-15 50.00%),1 (0.03)
3,"Rawlings, Brady",25y 29d,125 (65-0-60 52.00%),49 (0.39),←,
34,"Schwarze, Ben",22y 319d,4 (3-0-1 75.00%),1 (0.25),←,
7,"Simpson, Adam",30y 143d,237 (139-1-97 58.86%),69 (0.29),←,
9,"Sinclair, Jess",27y 317d,153 (59-1-93 38.89%),60 (0.39),103 (46-1-56 45.15%),34 (0.33)
19,"Swallow, Andrew",19y 37d,4 (1-0-3 25.00%),,←,
23,"Thompson, Nathan",28y 145d,156 (73-1-82 47.12%),281 (1.80),37 (18-0-19 48.65%),89 (2.41)
36,"Watt, Shannon",25y 225d,100 (51-1-48 51.50%),5 (0.05),←,
8,"Wells, Daniel",21y 156d,76 (38-1-37 50.66%),44 (0.58),←,
Totals,Totals,25y 138d,2450 (1251-14-1185 51.06%),1660 (0.68),,
C,"Laidley, Dani",39y 104d,81 (39-1-41 48.77%),,←,
