Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",27y 354d,203 (90-0-113 44.33%),149 (0.73),←,
16,"Bowden, Patrick",24y 310d,61 (14-1-46 23.77%),65 (1.07),11 (6-0-5 54.55%),10 (0.91)
7,"Brown, Nathan",28y 120d,171 (76-3-92 45.32%),269 (1.57),34 (12-0-22 35.29%),63 (1.85)
24,"Coughlan, Mark",24y 51d,82 (31-0-51 37.80%),37 (0.45),←,
3,"Deledio, Brett",19y 53d,32 (16-0-16 50.00%),17 (0.53),←,
41,"Foley, Nathan",20y 275d,16 (7-0-9 43.75%),3 (0.19),←,
20,"Hall, Ray",25y 226d,93 (38-0-55 40.86%),28 (0.30),←,
31,"Hyde, Chris",23y 305d,58 (16-0-42 27.59%),19 (0.33),←,
17,"Johnson, Kane",28y 87d,169 (77-0-92 45.56%),64 (0.38),65 (22-0-43 33.85%),20 (0.31)
39,"Kellaway, Andrew",30y 199d,167 (76-0-91 45.51%),29 (0.17),←,
27,"Krakouer, Andrew",23y 126d,84 (28-0-56 33.33%),84 (1.00),←,
22,"Meyer, Danny",19y 311d,10 (7-0-3 70.00%),3 (0.30),←,
1,"Newman, Chris",24y 23d,87 (30-0-57 34.48%),10 (0.11),←,
26,"Pattison, Adam",20y 97d,8 (5-0-3 62.50%),1 (0.13),←,
15,"Pettifer, Kayne",24y 139d,70 (30-0-40 42.86%),74 (1.06),←,
14,"Polo, Dean",19y 309d,6 (4-0-2 66.67%),3 (0.50),←,
4,"Raines, Andrew",20y 94d,18 (9-0-9 50.00%),,←,
5,"Simmonds, Troy",27y 332d,137 (68-0-69 49.64%),99 (0.72),33 (16-0-17 48.48%),33 (1.00)
10,"Stafford, Greg",31y 287d,197 (88-1-108 44.92%),131 (0.66),67 (26-0-41 38.81%),73 (1.09)
30,"Tambling, Richard",19y 271d,22 (13-0-9 59.09%),14 (0.64),←,
32,"Tivendale, Greg",27y 52d,155 (64-0-91 41.29%),105 (0.68),←,
21,"Tuck, Shane",24y 168d,36 (16-0-20 44.44%),17 (0.47),←,
Totals,Totals,24y 141d,1882 (803-5-1074 42.67%),1221 (0.65),,
C,"Wallace, Terry",47y 179d,181 (95-2-84 53.04%),,33 (16-0-17 48.48%),
