Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
13,"Baker, Oskar",25y 15d,28 (13-0-15 46.43%),7 (0.25),13 (7-0-6 53.85%),3 (0.23)
4,"Bontempelli, Marcus",27y 197d,206 (114-0-92 55.34%),188 (0.91),←,
17,"Bruce, Josh",31y 1d,161 (71-1-89 44.41%),234 (1.45),48 (29-0-19 60.42%),63 (1.31)
31,"Dale, Bailey",26y 322d,121 (66-0-55 54.55%),76 (0.63),←,
35,"Daniel, Caleb",26y 337d,166 (91-0-75 54.82%),44 (0.27),←,
15,"Duryea, Taylor",32y 46d,183 (122-1-60 66.94%),25 (0.14),65 (40-0-25 61.54%),4 (0.06)
44,"English, Tim",25y 303d,98 (54-0-44 55.10%),54 (0.55),←,
32,"Jones, Arthur",19y 326d,11 (7-0-4 63.64%),4 (0.36),←,
19,"Jones, Liam",32y 105d,174 (64-0-110 36.78%),84 (0.48),79 (34-0-45 43.04%),68 (0.86)
42,"Keath, Alex",31y 140d,95 (56-1-38 59.47%),5 (0.05),65 (40-0-25 61.54%),4 (0.06)
21,"Liberatore, Tom",31y 24d,207 (101-0-106 48.79%),79 (0.38),←,
7,"Lobb, Rory",30y 120d,152 (83-2-67 55.26%),155 (1.02),12 (7-0-5 58.33%),12 (1.00)
11,"Macrae, Jack",28y 310d,221 (118-0-103 53.39%),53 (0.24),←,
33,"Naughton, Aaron",23y 191d,113 (63-0-50 55.75%),171 (1.51),←,
18,"ODonnell, James",20y 282d,5 (2-0-3 40.00%),1 (0.20),←,
28,"Scott, Anthony",28y 101d,48 (30-0-18 62.50%),26 (0.54),←,
6,"Smith, Bailey",22y 184d,95 (55-0-40 57.89%),43 (0.45),←,
1,"Treloar, Adam",30y 92d,221 (99-1-121 45.02%),130 (0.59),48 (29-0-19 60.42%),33 (0.69)
2,"Ugle-Hagan, Jamarra",21y 66d,35 (18-0-17 51.43%),41 (1.17),←,
23,"Vandermeer, Laitham",24y 126d,34 (18-0-16 52.94%),19 (0.56),←,
3,"Weightman, Cody",22y 145d,49 (27-0-22 55.10%),78 (1.59),←,
14,"West, Rhylee",22y 332d,27 (16-0-11 59.26%),15 (0.56),←,
34,"Williams, Bailey",25y 242d,117 (63-0-54 53.85%),27 (0.23),←,
Totals,Totals,26y 206d,2567 (1351-6-1210 52.63%),1559 (0.61),,
C,"Beveridge, Luke",52y 290d,196 (111-0-85 56.63%),,←,
