North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",6,2,2,8,,3.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,
14,"Anderson, Brady",,,2,2,,,,,,,,,,,,,,,,,,,
11,"Archer, Glenn",15,6,2,17,,,,1.0,7.0,,2.0,,3.0,,,,,,,,,,
26,"Bell, Peter",7,3,7,14,1,,,2.0,,1.0,3.0,,1.0,2.0,,,,,,,,,
12,"Blakey, John",12,3,2,14,,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,
18,"Carey, Wayne",14,8,8,22,4,2.0,,4.0,,5.0,2.0,2.0,1.0,1.0,,,,,,,,,
9,"Chandler, Brett",4,2,1,5,,,,,,1.0,1.0,,,,,,,,,,,,
6,"Grant, Shannon",9,2,3,12,1,,,,,1.0,,,1.0,,,,,,,,,,
23,"Groom, Chris",1,1,1,2,,1.0,1.0,,,,,,,,,,,,,,,,
29,"Harvey, Brent",17,2,5,22,2,1.0,,,2.0,7.0,2.0,1.0,3.0,,,,,,,,,,
21,"Hewitt, Evan",5,4,5,10,,,4.0,3.0,2.0,2.0,1.0,,,1.0,,,,,,,,,
34,"King, David",13,2,3,16,,,,,7.0,,,1.0,2.0,,,,,,,,,,
35,"Longmire, John",4,2,5,9,,,,,5.0,1.0,,,1.0,,,,,,,,,,
5,"McCartney, Jason",5,5,4,9,,,1.0,1.0,2.0,2.0,1.0,,,2.0,,,,,,,,,
31,"McKernan, Corey",4,3,3,7,,,17.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,
28,"Pickett, Byron",8,1,3,11,,,,1.0,3.0,,5.0,,,1.0,,,,,,,,,
3,"Rock, Anthony",9,3,6,15,,1.0,,2.0,3.0,1.0,4.0,3.0,1.0,,,,,,,,,,
24,"Sholl, Craig",11,6,3,14,2,3.0,,2.0,4.0,1.0,1.0,,1.0,,,,,,,,,,
37,"Simpson, Adam",3,,4,7,,,1.0,,,1.0,2.0,,,,,,,,,,,,
10,"Stevens, Anthony",17,1,3,20,,,,3.0,1.0,9.0,6.0,3.0,,2.0,,,,,,,,,
38,"Stevens, Danny",6,3,2,8,2,,,,,3.0,1.0,,,,,,,,,,,,
30,"Welsh, Scott",6,4,3,9,1,,,,1.0,1.0,,1.0,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,63,77,253,13,13.0,24.0,22.0,40.0,42.0,34.0,12.0,16.0,10.0,,,,,,,,,
Opposition,Opposition,198,90,103,301,17,12.0,31.0,37.0,25.0,63.0,35.0,20.0,10.0,16.0,6.0,,,,,,,,
