Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",18y 313d,19 (5-0-14 26.32%),14 (0.74),←,
22,"Bain, David",24y 94d,38 (10-0-28 26.32%),27 (0.71),←,
40,"Davidson, Peter",26y 340d,5 (1-0-4 20.00%),2 (0.40),3 (0-0-3 0.00%),2 (0.67)
4,"Gastev, John",25y 358d,66 (27-0-39 40.91%),54 (0.82),36 (10-0-26 27.78%),23 (0.64)
5,"Hardie, Brad",27y 298d,124 (49-0-75 39.52%),170 (1.37),77 (21-0-56 27.27%),142 (1.84)
32,"Hart, Shaun",19y 79d,9 (2-0-7 22.22%),,←,
9,"Ishchenko, Alex",26y 106d,59 (23-0-36 38.98%),18 (0.31),29 (7-0-22 24.14%),8 (0.28)
17,"Leslie, Martin",27y 260d,29 (8-0-21 27.59%),2 (0.07),←,
7,"McIvor, Scott",23y 360d,117 (44-0-73 37.61%),46 (0.39),62 (18-0-44 29.03%),31 (0.50)
24,"Merrett, Roger",30y 107d,202 (112-2-88 55.94%),214 (1.06),53 (15-0-38 28.30%),66 (1.25)
31,"OKeeffe, David",28y 165d,113 (44-0-69 38.94%),47 (0.42),63 (18-0-45 28.57%),25 (0.40)
3,"Reynoldson, Steve",27y 332d,137 (56-0-81 40.88%),84 (0.61),53 (16-0-37 30.19%),14 (0.26)
8,"Richardson, Michael",31y 141d,152 (60-0-92 39.47%),169 (1.11),77 (22-0-55 28.57%),38 (0.49)
27,"Roberts, Mark",25y 37d,73 (25-0-48 34.25%),16 (0.22),55 (15-0-40 27.27%),11 (0.20)
29,"Taylor, Andrew",25y 33d,29 (11-0-18 37.93%),12 (0.41),28 (10-0-18 35.71%),12 (0.43)
18,"Walsh, Phil",30y 142d,118 (45-0-73 38.14%),38 (0.32),56 (16-0-40 28.57%),15 (0.27)
46,"Wearne, David",20y 86d,4 (1-0-3 25.00%),,←,
48,"Windsor, Ray",17y 358d,4 (1-0-3 25.00%),2 (0.50),←,
37,"Withers, Mark",26y 154d,64 (18-0-46 28.13%),57 (0.89),32 (9-0-23 28.13%),29 (0.91)
21,"Zanotti, Mark",25y 269d,64 (24-0-40 37.50%),7 (0.11),28 (7-0-21 25.00%),1 (0.04)
Totals,Totals,25y 183d,1426 (566-2-858 39.69%),979 (0.69),,
C,"Dare, Norm",41y 328d,18 (3-0-15 16.67%),,←,
