Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 133d,195 (123-0-72 63.08%),110 (0.56),←,
12,"Blakey, John",35y 11d,342 (184-0-158 53.80%),107 (0.31),207 (132-0-75 63.77%),69 (0.33)
22,"Burton, Matthew",31y 77d,110 (43-0-67 39.09%),46 (0.42),40 (21-0-19 52.50%),14 (0.35)
18,"Carey, Wayne",30y 69d,241 (151-0-90 62.66%),664 (2.76),←,
23,"Clayton, Shane",22y 284d,83 (44-0-39 53.01%),30 (0.36),65 (42-0-23 64.62%),29 (0.45)
45,"Cochrane, Stuart",23y 15d,30 (14-0-16 46.67%),5 (0.17),←,
6,"Grant, Shannon",24y 107d,149 (92-1-56 62.08%),169 (1.13),91 (60-0-31 65.93%),131 (1.44)
39,"Harding, Leigh",20y 100d,2 (0-0-2 0.00%),1 (0.50),←,
29,"Harvey, Brent",23y 82d,105 (69-0-36 65.71%),115 (1.10),←,
35,"Makepeace, Troy",22y 151d,35 (19-0-16 54.29%),10 (0.29),←,
4,"Martyn, Mick",32y 338d,267 (159-1-107 59.74%),15 (0.06),←,
5,"McCartney, Jason",27y 143d,163 (91-0-72 55.83%),54 (0.33),88 (57-0-31 64.77%),6 (0.07)
31,"McKernan, Corey",27y 228d,178 (118-0-60 66.29%),230 (1.29),←,
8,"McLaren, Joe",23y 236d,65 (25-1-39 39.23%),37 (0.57),8 (4-0-4 50.00%),4 (0.50)
44,"Motlop, Shannon",22y 351d,38 (24-0-14 63.16%),21 (0.55),←,
28,"Pickett, Byron",23y 358d,94 (61-0-33 64.89%),35 (0.37),←,
3,"Rawlings, Brady",20y 55d,35 (24-0-11 68.57%),14 (0.40),←,
26,"Rocca, Saverio",27y 257d,173 (77-2-94 45.09%),555 (3.21),17 (7-0-10 41.18%),41 (2.41)
7,"Simpson, Adam",25y 169d,132 (89-0-43 67.42%),43 (0.33),←,
9,"Sinclair, Jess",22y 343d,64 (18-0-46 28.13%),34 (0.53),14 (5-0-9 35.71%),8 (0.57)
25,"Spaull, John",23y 349d,6 (3-0-3 50.00%),5 (0.83),←,
40,"Teague, David",20y 91d,6 (3-0-3 50.00%),1 (0.17),←,
Totals,Totals,25y 163d,2513 (1431-5-1077 56.94%),2301 (0.92),,
C,"Pagan, Denis",53y 314d,213 (137-0-76 64.32%),,←,
