Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",5,3,8,13,,,1.0,5.0,,2.0,,1.0,,1.0,,3.0,10.0,1.0,,2.0,,,74.0
21,"Akermanis, Jason",11,7,8,19,,1.0,,6.0,,3.0,1.0,2.0,1.0,,,3.0,15.0,,1.0,2.0,,,79.0
17,"Cooney, Adam",17,9,19,36,,,1.0,2.0,3.0,,5.0,5.0,,2.0,,10.0,25.0,,,1.0,1.0,1.0,87.0
4,"Cross, Daniel",5,4,22,27,,,1.0,9.0,2.0,,4.0,2.0,,,,11.0,16.0,,,3.0,,,91.0
10,"Eagleton, Nathan",7,5,7,14,,,,4.0,,4.0,,1.0,,,,2.0,12.0,,1.0,3.0,,,72.0
3,"Everitt, Andrejs",9,6,3,12,,1.0,1.0,6.0,2.0,,1.0,1.0,,,,2.0,9.0,,1.0,3.0,,,71.0
13,"Giansiracusa, Daniel",24,9,5,29,1,,,10.0,1.0,4.0,2.0,3.0,2.0,1.0,,4.0,24.0,,1.0,2.0,,,85.0
9,"Gilbee, Lindsay",27,15,7,34,,1.0,,6.0,6.0,7.0,1.0,2.0,2.0,,,8.0,26.0,,,6.0,,,90.0
1,"Grant, Jarrad",9,9,8,17,,1.0,,5.0,1.0,2.0,,,1.0,,,4.0,13.0,1.0,1.0,2.0,1.0,1.0,74.0
16,"Griffen, Ryan",14,5,9,23,1,1.0,2.0,3.0,3.0,5.0,2.0,,,,,7.0,17.0,,,1.0,,,77.0
8,"Hahn, Mitch",17,10,8,25,1,,,4.0,1.0,1.0,3.0,3.0,2.0,,,6.0,18.0,1.0,4.0,2.0,,,94.0
28,"Hall, Barry",3,5,3,6,1,1.0,,2.0,,1.0,,2.0,1.0,1.0,,1.0,5.0,,1.0,1.0,,,93.0
40,"Harbrow, Jarrod",19,8,17,36,,,,3.0,3.0,,3.0,5.0,2.0,,2.0,14.0,23.0,,,6.0,1.0,,87.0
25,"Hargrave, Ryan",14,12,9,23,,,,3.0,1.0,2.0,,,,,,4.0,20.0,,,4.0,,1.0,89.0
7,"Higgins, Shaun",9,3,10,19,1,1.0,,1.0,,2.0,1.0,2.0,1.0,,,8.0,10.0,,,2.0,,,83.0
15,"Hudson, Ben",3,1,4,7,,,19.0,1.0,1.0,1.0,2.0,1.0,1.0,,,5.0,2.0,,,,,,70.0
6,"Johnson, Brad",8,5,10,18,,,,2.0,1.0,3.0,1.0,4.0,1.0,,,8.0,9.0,,,,1.0,,85.0
36,"Lake, Brian",16,12,4,20,,,1.0,6.0,3.0,1.0,,2.0,,2.0,,7.0,14.0,3.0,,7.0,1.0,,92.0
38,"Morris, Dale",7,4,10,17,,,,2.0,2.0,1.0,1.0,1.0,,,,9.0,8.0,,,9.0,,1.0,100.0
2,"Murphy, Robert",13,8,9,22,,1.0,,3.0,,5.0,,,2.0,,,7.0,15.0,,1.0,,,,86.0
23,"Roughead, Jordan",2,2,6,8,1,,3.0,1.0,,,2.0,,2.0,,,6.0,3.0,1.0,,1.0,,,50.0
12,"Williams, Tom",9,5,6,15,,,,3.0,1.0,,,2.0,,1.0,,3.0,13.0,,,6.0,,,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,248,147,192,440,6,10.0,29.0,87.0,31.0,44.0,29.0,39.0,18.0,8.0,2.0,132.0,307.0,7.0,11.0,63.0,5.0,4.0,
Opposition,Opposition,202,90,221,423,7,7.0,35.0,77.0,37.0,41.0,29.0,47.0,8.0,17.0,4.0,141.0,276.0,13.0,4.0,52.0,14.0,5.0,
