Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",6,2,4,10,,,,2.0,1.0,,,,1.0,,,2.0,7.0,,,6.0,,,100.0
28,"Begley, James",4,1,3,7,,,,,1.0,1.0,,3.0,,1.0,,3.0,5.0,,,,,,41.0
35,"Biglands, Rhett",7,2,3,10,,,8.0,1.0,2.0,3.0,6.0,1.0,3.0,,,6.0,3.0,,1.0,1.0,,,46.0
11,"Doughty, Michael",9,7,15,24,,,,,2.0,2.0,2.0,,,,,6.0,16.0,,,5.0,1.0,1.0,100.0
9,"Edwards, Tyson",17,5,7,24,1,1.0,,5.0,3.0,2.0,,,1.0,,,2.0,22.0,,1.0,3.0,5.0,1.0,100.0
36,"Goodwin, Simon",15,5,9,24,2,2.0,,1.0,,11.0,4.0,1.0,,1.0,,6.0,19.0,1.0,,,,1.0,90.0
37,"Hentschel, Trent",10,10,5,15,1,1.0,,,,2.0,,3.0,,2.0,,2.0,13.0,,2.0,1.0,2.0,4.0,100.0
13,"Hudson, Ben",3,7,9,12,,,15.0,1.0,,,2.0,4.0,3.0,4.0,,5.0,8.0,,1.0,4.0,1.0,,57.0
18,"Johncock, Graham",14,3,6,20,1,,,4.0,2.0,1.0,,,1.0,,,5.0,15.0,,,2.0,,,97.0
39,"Mattner, Martin",16,7,6,22,1,1.0,,5.0,2.0,6.0,2.0,3.0,1.0,1.0,3.0,6.0,16.0,,1.0,1.0,6.0,1.0,96.0
16,"McGregor, Ken",8,3,2,10,,,,2.0,5.0,,,2.0,1.0,2.0,,2.0,7.0,1.0,,6.0,1.0,,100.0
23,"McLeod, Andrew",17,4,4,21,2,,,2.0,3.0,5.0,3.0,,,,,8.0,12.0,1.0,1.0,2.0,5.0,,95.0
22,"Perrie, Ian",5,3,3,8,,,,,,2.0,,3.0,1.0,1.0,,6.0,2.0,1.0,1.0,3.0,,3.0,90.0
33,"Reilly, Brent",17,9,5,22,2,1.0,,4.0,,7.0,2.0,2.0,1.0,,1.0,5.0,17.0,,,1.0,,,81.0
32,"Ricciuto, Mark",15,6,12,27,1,1.0,,1.0,2.0,8.0,4.0,3.0,,1.0,2.0,10.0,17.0,1.0,1.0,,,1.0,90.0
25,"Rutten, Ben",7,6,3,10,,,,1.0,3.0,,,,,,,3.0,7.0,1.0,,3.0,1.0,,100.0
12,"Shirley, Robert",10,5,9,19,2,,2.0,,,4.0,3.0,1.0,2.0,1.0,,7.0,11.0,,,1.0,,,81.0
14,"Skipworth, Hayden",7,5,8,15,1,1.0,,1.0,,3.0,2.0,2.0,2.0,1.0,,6.0,10.0,,,,,,64.0
5,"Thompson, Scott",10,4,9,19,,,,5.0,,5.0,2.0,2.0,2.0,,,6.0,12.0,,2.0,,1.0,,68.0
15,"Torney, Jason",14,11,7,21,,,,,4.0,3.0,1.0,3.0,,,,6.0,14.0,2.0,1.0,4.0,2.0,,100.0
7,"van Berlo, Nathan",2,,2,4,,,,,1.0,1.0,3.0,1.0,1.0,1.0,,3.0,1.0,,,1.0,,,19.0
17,"Welsh, Scott",10,6,,10,4,1.0,,,,1.0,,3.0,1.0,2.0,,4.0,5.0,1.0,3.0,,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,111,131,354,18,16.0,25.0,35.0,31.0,67.0,36.0,37.0,21.0,18.0,6.0,109.0,239.0,9.0,15.0,44.0,25.0,12.0,
Opposition,Opposition,170,78,107,277,8,8.0,28.0,38.0,52.0,38.0,28.0,52.0,18.0,21.0,,104.0,173.0,7.0,4.0,45.0,5.0,5.0,
