St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
24,"Austin, Logan",22y 322d,14 (6-0-8 42.86%),,1 (0-0-1 0.00%),
15,"Billings, Jack",22y 281d,74 (26-1-47 35.81%),56 (0.76),←,
2,"Carlisle, Jake",26y 237d,116 (52-1-63 45.26%),60 (0.52),31 (12-1-18 40.32%),6 (0.19)
11,"Clark, Hunter",19y 61d,7 (1-1-5 21.43%),2 (0.29),←,
7,"Dunstan, Luke",23y 117d,77 (28-2-47 37.66%),40 (0.52),←,
14,"Geary, Jarryn",29y 337d,173 (87-2-84 50.87%),27 (0.16),←,
4,"Gresham, Jade",20y 275d,50 (22-1-27 45.00%),58 (1.16),←,
1,"Hickey, Tom",27y 81d,73 (21-2-50 30.14%),23 (0.32),61 (20-2-39 34.43%),18 (0.30)
13,"Lonie, Jack",21y 286d,42 (15-0-27 35.71%),31 (0.74),←,
32,"McCartin, Paddy",22y 37d,30 (8-1-21 28.33%),28 (0.93),←,
36,"McKenzie, Daniel",22y 9d,22 (10-0-12 45.45%),2 (0.09),←,
28,"Membrey, Tim",24y,58 (27-2-29 48.28%),99 (1.71),57 (26-2-29 47.37%),99 (1.74)
16,"Newnes, Jack",25y 91d,123 (43-2-78 35.77%),38 (0.31),←,
30,"Phillips, Ed",20y 58d,3 (0-0-3 0.00%),,←,
37,"Rice, Bailey",21y 105d,2 (0-0-2 0.00%),,←,
6,"Ross, Sebastian",25y 19d,91 (32-2-57 36.26%),13 (0.14),←,
5,"Savage, Shane",27y 141d,133 (65-2-66 49.62%),59 (0.44),77 (24-2-51 32.47%),22 (0.29)
35,"Sinclair, Jack",23y 103d,52 (20-1-31 39.42%),32 (0.62),←,
9,"Steele, Jack",22y 164d,46 (18-1-27 40.22%),17 (0.37),29 (10-1-18 36.21%),8 (0.28)
3,"Steven, Jack",28y 59d,164 (62-3-99 38.72%),100 (0.61),←,
29,"Webster, Jimmy",24y 332d,76 (25-1-50 33.55%),3 (0.04),←,
31,"White, Brandon",21y 133d,9 (2-1-6 27.78%),1 (0.11),←,
Totals,Totals,23y 264d,1435 (570-26-839 39.72%),689 (0.48),,
C,"Richardson, Alan",53y 9d,99 (34-2-63 35.35%),,98 (34-2-62 35.71%),
