St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Allen, Jarryd",1,1,5,6,,1.0,,2.0,,,,1.0,,1.0,,3.0,3.0,1.0,1.0,1.0,,,58.0
20,"Armitage, David",7,5,7,14,1,,,1.0,,2.0,3.0,2.0,,,,6.0,8.0,,1.0,3.0,,1.0,47.0
14,"Ball, Luke",13,4,13,26,,1.0,,5.0,4.0,2.0,7.0,9.0,2.0,3.0,,11.0,14.0,,1.0,3.0,,2.0,72.0
27,"Blake, Jason",8,9,6,14,,,,2.0,2.0,1.0,,5.0,1.0,4.0,,3.0,12.0,,,4.0,,,100.0
26,"Dal Santo, Nick",13,2,8,21,,1.0,,4.0,2.0,2.0,4.0,2.0,3.0,1.0,,8.0,14.0,,,,2.0,,82.0
24,"Dempster, Sean",11,9,9,20,,,,3.0,2.0,1.0,1.0,3.0,1.0,,,3.0,17.0,,,2.0,1.0,,96.0
40,"Eddy, Robert",8,6,1,9,1,,,,,,,3.0,1.0,2.0,,1.0,8.0,,2.0,2.0,,,72.0
25,"Fisher, Sam",12,12,12,24,1,,,3.0,2.0,3.0,2.0,2.0,,1.0,,5.0,20.0,,,1.0,,,87.0
28,"Gardiner, Charlie",6,3,1,7,,,,2.0,,1.0,,1.0,,1.0,,,7.0,,,,1.0,,59.0
19,"Gilbert, Sam",6,4,7,13,,,,,4.0,,,,,,,5.0,8.0,1.0,,4.0,,,96.0
18,"Goddard, Brendon",16,6,6,22,,,,1.0,5.0,4.0,,1.0,1.0,,,3.0,17.0,,,3.0,3.0,1.0,94.0
1,"Gram, Jason",9,2,6,15,,1.0,,3.0,1.0,5.0,2.0,2.0,1.0,,,4.0,11.0,,,1.0,3.0,1.0,95.0
33,"Gwilt, James",7,4,4,11,,,,4.0,3.0,1.0,,2.0,,1.0,,1.0,9.0,,,2.0,,,77.0
35,"Harvey, Robert",9,6,11,20,,,,2.0,1.0,,3.0,2.0,1.0,1.0,,7.0,13.0,,,,,,78.0
8,"Hudghton, Max",9,9,6,15,,,,1.0,4.0,,,,1.0,,,5.0,10.0,,,5.0,1.0,,98.0
38,"Jones, Clinton",11,3,11,22,,,,5.0,,4.0,,2.0,1.0,,,8.0,15.0,,,2.0,,1.0,84.0
2,"King, Steven",4,2,8,12,1,,27.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,,5.0,7.0,,,2.0,,,65.0
23,"Koschitzke, Justin",11,8,8,19,2,3.0,10.0,3.0,,3.0,3.0,1.0,1.0,,3.0,10.0,9.0,2.0,4.0,2.0,1.0,,81.0
32,"McQualter, Andrew",10,6,4,14,,,,3.0,3.0,1.0,1.0,1.0,,,,3.0,12.0,,,2.0,,1.0,76.0
44,"Milne, Stephen",9,2,2,11,4,2.0,,,,,1.0,4.0,,3.0,2.0,6.0,6.0,,2.0,,,,98.0
11,"Montagna, Leigh",15,3,10,25,1,,,2.0,2.0,8.0,2.0,3.0,,2.0,,3.0,21.0,,,1.0,1.0,,85.0
12,"Riewoldt, Nick",19,14,5,24,1,1.0,1.0,2.0,,9.0,1.0,2.0,3.0,,,9.0,15.0,3.0,2.0,1.0,,2.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,120,150,364,12,12.0,38.0,51.0,37.0,49.0,32.0,50.0,20.0,21.0,5.0,109.0,256.0,7.0,13.0,41.0,13.0,9.0,
Opposition,Opposition,181,92,182,363,9,15.0,22.0,47.0,30.0,47.0,25.0,43.0,22.0,20.0,1.0,117.0,248.0,8.0,8.0,44.0,13.0,4.0,
