Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
27,"Ball, Jason",30y 240d,148 (88-0-60 59.46%),153 (1.03),45 (25-0-20 55.56%),39 (0.87)
21,"Barry, Leo",26y 61d,114 (63-0-51 55.26%),50 (0.44),←,
6,"Bolton, Craig",23y 49d,45 (28-0-17 62.22%),10 (0.22),16 (11-0-5 68.75%),
24,"Bolton, Jude",23y 126d,83 (41-1-41 50.00%),49 (0.59),←,
8,"Cresswell, Daryn",32y 58d,236 (106-2-128 45.34%),199 (0.84),←,
28,"Crouch, Jared",25y 136d,124 (63-1-60 51.21%),23 (0.19),←,
2,"Davis, Nick",23y 111d,87 (41-0-46 47.13%),110 (1.26),16 (11-0-5 68.75%),25 (1.56)
12,"Fosdike, Nic",23y 143d,84 (42-1-41 50.60%),44 (0.52),←,
37,"Goodes, Adam",23y 192d,103 (51-1-51 50.00%),130 (1.26),←,
1,"Hall, Barry",26y 161d,121 (51-2-68 42.98%),239 (1.98),33 (17-1-15 53.03%),95 (2.88)
17,"Kennelly, Tadhg",22y 18d,44 (25-0-19 56.82%),15 (0.34),←,
31,"Kirk, Brett",26y 267d,65 (33-1-31 51.54%),31 (0.48),←,
4,"Mathews, Ben",24y 232d,102 (52-1-49 51.47%),18 (0.18),←,
23,"Nicks, Matthew",28y 67d,144 (79-1-64 55.21%),108 (0.75),←,
5,"OKeefe, Ryan",22y 176d,37 (21-0-16 56.76%),29 (0.78),←,
19,"OLoughlin, Michael",26y 149d,175 (96-2-77 55.43%),271 (1.55),←,
30,"Roberts-Thomson, Lewis",19y 314d,9 (7-0-2 77.78%),3 (0.33),←,
22,"Saddington, Jason",23y 269d,120 (61-1-58 51.25%),33 (0.28),←,
25,"Schauble, Andrew",26y 244d,145 (61-0-84 42.07%),33 (0.23),66 (34-0-32 51.52%),22 (0.33)
36,"Schneider, Adam",19y 68d,16 (11-0-5 68.75%),22 (1.38),←,
35,"Sundqvist, Jarrad",20y 220d,6 (6-0-0 100.00%),,←,
10,"Williams, Paul",30y 107d,246 (110-3-133 45.33%),280 (1.14),57 (29-1-27 51.75%),57 (1.00)
Totals,Totals,24y 338d,2254 (1136-17-1101 50.40%),1850 (0.82),,
C,"Roos, Paul",40y 22d,26 (17-0-9 65.38%),,←,
