Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
14,"Aish, James",23y 239d,79 (32-0-47 40.51%),23 (0.29),47 (24-0-23 51.06%),15 (0.32)
17,"Brown, Callum",21y 69d,26 (13-0-13 50.00%),10 (0.38),←,
46,"Cox, Mason",28y 113d,54 (30-0-24 55.56%),67 (1.24),←,
25,"Crisp, Jack",25y 276d,125 (62-1-62 50.00%),46 (0.37),107 (55-1-51 51.87%),36 (0.34)
26,"Daicos, Josh",20y 221d,14 (8-0-6 57.14%),7 (0.50),←,
2,"de Goey, Jordan",23y 112d,84 (45-1-38 54.17%),114 (1.36),←,
5,"Elliott, Jamie",26y 318d,97 (56-1-40 58.25%),150 (1.55),←,
4,"Grundy, Brodie",25y 81d,123 (66-1-56 54.07%),41 (0.33),←,
32,"Hoskin-Elliott, Will",25y 306d,110 (45-1-64 41.36%),113 (1.03),58 (33-1-24 57.76%),71 (1.22)
37,"Maynard, Brayden",22y 288d,88 (43-1-44 49.43%),14 (0.16),←,
16,"Mayne, Chris",30y 245d,208 (117-1-90 56.49%),206 (0.99),36 (22-0-14 61.11%),10 (0.28)
41,"Mihocek, Brody",26y 151d,31 (21-0-10 67.74%),49 (1.58),←,
30,"Moore, Darcy",23y 161d,67 (28-1-38 42.54%),61 (0.91),←,
10,"Pendlebury, Scott",31y 179d,292 (177-2-113 60.96%),170 (0.58),←,
21,"Phillips, Tom",23y 59d,65 (37-1-27 57.69%),35 (0.54),←,
35,"Quaynor, Isaac",19y 171d,1 (0-0-1 0.00%),,←,
23,"Roughead, Jordan",28y 244d,153 (73-0-80 47.71%),34 (0.22),15 (10-0-5 66.67%),
12,"Scharenberg, Matt",23y 290d,33 (19-1-13 59.09%),,←,
22,"Sidebottom, Steele",28y 184d,226 (139-3-84 62.17%),157 (0.69),←,
36,"Sier, Brayden",21y 205d,16 (10-0-6 62.50%),3 (0.19),←,
24,"Thomas, Josh",27y 277d,82 (52-1-29 64.02%),75 (0.91),←,
7,"Treloar, Adam",26y 118d,154 (59-1-94 38.64%),94 (0.61),75 (39-1-35 52.67%),46 (0.61)
Totals,Totals,25y 80d,2128 (1132-17-979 53.20%),1469 (0.69),,
C,"Buckley, Nathan",46y 344d,177 (97-1-79 55.08%),,←,
