Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",21y 76d,18 (11-0-7 61.11%),6 (0.33),←,
17,"Brown, Nathan",23y 196d,92 (52-1-39 57.07%),93 (1.01),←,
16,"Croft, Matthew",28y 180d,148 (84-3-61 57.77%),53 (0.36),←,
11,"Curley, Todd",28y 223d,117 (59-2-56 51.28%),48 (0.41),114 (57-2-55 50.88%),47 (0.41)
14,"Darcy, Luke",26y 44d,132 (71-2-59 54.55%),92 (0.70),←,
28,"Dimattina, Paul",26y 276d,90 (52-1-37 58.33%),38 (0.42),←,
10,"Eagleton, Nathan",22y 288d,99 (48-2-49 49.49%),82 (0.83),43 (22-0-21 51.16%),37 (0.86)
32,"Ellis, Craig",26y 82d,106 (56-1-49 53.30%),6 (0.06),←,
4,"Garlick, Simon",26y 137d,131 (73-1-57 56.11%),101 (0.77),87 (49-1-37 56.90%),74 (0.85)
13,"Giansiracusa, Daniel",19y 167d,11 (5-0-6 45.45%),10 (0.91),←,
3,"Grant, Chris",28y 255d,251 (134-4-113 54.18%),476 (1.90),←,
8,"Hahn, Mitch",20y 107d,19 (13-0-6 68.42%),1 (0.05),←,
22,"Harrison, Ben",26y 220d,97 (48-0-49 49.48%),46 (0.47),21 (10-0-11 47.62%),7 (0.33)
9,"Hudson, Paul",31y 36d,241 (142-1-98 59.13%),477 (1.98),107 (62-1-44 58.41%),213 (1.99)
25,"Hunter, Kingsley",26y 90d,78 (32-0-46 41.03%),103 (1.32),37 (18-0-19 48.65%),17 (0.46)
6,"Johnson, Brad",25y 38d,166 (87-3-76 53.31%),179 (1.08),←,
35,"Kretiuk, Steven",29y 52d,137 (80-2-55 59.12%),10 (0.07),←,
39,"Liberatore, Tony",35y 195d,266 (143-3-120 54.32%),95 (0.36),←,
2,"Murphy, Robert",19y 77d,18 (9-0-9 50.00%),3 (0.17),←,
27,"Penny, Luke",20y 198d,28 (14-0-14 50.00%),3 (0.11),←,
5,"Smith, Rohan",28y 86d,190 (102-3-85 54.47%),186 (0.98),←,
7,"West, Scott",26y 284d,191 (100-2-89 52.88%),75 (0.39),←,
Totals,Totals,25y 283d,2626 (1415-31-1180 53.88%),2183 (0.83),,
C,"Wallace, Terry",42y 255d,126 (71-1-54 56.75%),,←,
