Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Ah Chee, Callum",2,3,5,7,2,,,5.0,,,,,,,,4.0,2.0,1.0,2.0,1.0,,,77.0
31,"Andrews, Harris",11,9,4,15,,,,2.0,4.0,1.0,,4.0,1.0,3.0,,9.0,5.0,5.0,,10.0,,,98.0
33,"Bailey, Zac",14,4,7,21,,2.0,,1.0,1.0,6.0,2.0,5.0,,2.0,,3.0,18.0,,1.0,1.0,,,79.0
7,"Berry, Jarrod",6,2,6,12,,,,2.0,1.0,2.0,1.0,3.0,,2.0,,4.0,8.0,,,,,,70.0
14,"Birchall, Grant",13,9,5,18,,,,1.0,2.0,1.0,,5.0,,2.0,,2.0,16.0,,,,,,75.0
23,"Cameron, Charlie",9,6,3,12,3,2.0,,2.0,,,,,1.0,,,5.0,8.0,1.0,4.0,2.0,1.0,,81.0
12,"Cockatoo, Nakia",,,,,,,,,,,,,,,,,,,,,,,
3,"Daniher, Joe",15,6,4,19,3,4.0,,,,5.0,,2.0,1.0,,,4.0,13.0,,2.0,,2.0,1.0,92.0
21,"Fullarton, Tom",5,4,9,14,,1.0,6.0,2.0,,2.0,3.0,1.0,1.0,1.0,,10.0,5.0,2.0,1.0,2.0,,2.0,75.0
35,"Lester, Ryan",7,5,9,16,,,,2.0,2.0,3.0,,2.0,3.0,1.0,,7.0,12.0,1.0,,6.0,,,81.0
17,"Lyons, Jarryd",24,6,9,33,,1.0,,6.0,,5.0,4.0,7.0,3.0,,3.0,18.0,15.0,1.0,,1.0,,1.0,85.0
42,"Madden, James",7,4,5,12,,,,1.0,2.0,1.0,1.0,,1.0,,,4.0,8.0,,,2.0,,,86.0
11,"McCarthy, Lincoln",9,3,5,14,4,2.0,,2.0,,3.0,1.0,2.0,2.0,2.0,,4.0,8.0,,2.0,,,2.0,80.0
6,"McCluggage, Hugh",17,6,6,23,,2.0,,2.0,1.0,9.0,,1.0,1.0,,,6.0,17.0,,1.0,,3.0,3.0,83.0
46,"McInerney, Oscar",11,2,7,18,,,39.0,1.0,2.0,5.0,12.0,2.0,1.0,,1.0,16.0,1.0,2.0,,4.0,,,82.0
25,"McStay, Daniel",11,6,3,14,1,1.0,1.0,3.0,,4.0,2.0,3.0,1.0,,,9.0,7.0,2.0,,,,,92.0
9,"Neale, Lachie",11,3,8,19,1,,,3.0,,2.0,2.0,3.0,,,,8.0,9.0,,,,1.0,,79.0
40,"Payne, Jack",7,4,5,12,,,,1.0,2.0,1.0,,1.0,,1.0,,4.0,7.0,2.0,,8.0,,,91.0
10,"Rich, Daniel",25,6,4,29,,,,,10.0,4.0,2.0,1.0,2.0,,,7.0,13.0,,,1.0,,,85.0
2,"Robertson, Deven",7,2,3,10,,,,4.0,,2.0,3.0,2.0,,,,6.0,4.0,,,,,,72.0
5,"Robinson, Mitch",19,8,4,23,2,1.0,,4.0,3.0,7.0,1.0,6.0,2.0,1.0,,6.0,16.0,,,1.0,,1.0,71.0
37,"Starcevich, Brandon",9,3,2,11,,,,1.0,,2.0,,3.0,1.0,3.0,,5.0,6.0,2.0,,1.0,,,84.0
15,"Zorko, Dayne",15,7,6,21,1,,,5.0,,7.0,6.0,4.0,,2.0,,7.0,13.0,,1.0,2.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,254,108,119,373,17,18.0,46.0,50.0,30.0,72.0,40.0,57.0,21.0,20.0,4.0,148.0,211.0,19.0,14.0,42.0,7.0,10.0,
Opposition,Opposition,215,105,149,364,10,11.0,20.0,55.0,52.0,40.0,26.0,65.0,20.0,20.0,2.0,116.0,241.0,7.0,11.0,53.0,3.0,6.0,
