Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",28y 139d,117 (57-1-59 49.15%),47 (0.40),←,
28,"Bell, Tom",23y 331d,35 (15-1-19 44.29%),29 (0.83),←,
12,"Boekhorst, Blaine",21y 250d,3 (1-0-2 33.33%),,←,
7,"Buckley, Dylan",22y 55d,12 (4-0-8 33.33%),2 (0.17),←,
41,"Casboult, Levi",25y 56d,40 (15-1-24 38.75%),35 (0.88),←,
9,"Cripps, Patrick",20y 53d,8 (2-1-5 31.25%),2 (0.25),←,
35,"Curnow, Ed",25y 184d,72 (36-2-34 51.39%),11 (0.15),←,
15,"Docherty, Sam",21y 205d,35 (12-1-22 35.71%),8 (0.23),22 (6-1-15 29.55%),7 (0.32)
33,"Everitt, Andrejs",26y 58d,102 (58-3-41 58.33%),50 (0.49),23 (7-0-16 30.43%),18 (0.78)
4,"Gibbs, Bryce",26y 56d,183 (81-2-100 44.81%),102 (0.56),←,
32,"Graham, Nick",20y 332d,11 (3-0-8 27.27%),2 (0.18),←,
18,"Jaksch, Kristian",20y 215d,10 (1-0-9 10.00%),3 (0.30),3 (0-0-3 0.00%),1 (0.33)
14,"Jones, Liam",24y 75d,72 (28-0-44 38.89%),74 (1.03),6 (1-0-5 16.67%),6 (1.00)
5,"Judd, Chris",31y 244d,276 (151-4-121 55.43%),226 (0.82),142 (67-2-73 47.89%),88 (0.62)
3,"Murphy, Marc",27y 295d,191 (84-1-106 44.24%),146 (0.76),←,
17,"Rowe, Sam",27y 172d,37 (13-1-23 36.49%),13 (0.35),←,
25,"Smith, Clem",19y 96d,3 (0-0-3 0.00%),,←,
39,"Thomas, Dale",27y 323d,179 (110-2-67 62.01%),133 (0.74),22 (7-0-15 31.82%),12 (0.55)
42,"Tuohy, Zach",25y 151d,82 (38-1-43 46.95%),28 (0.34),←,
1,"Walker, Andrew",28y 357d,183 (69-3-111 38.52%),119 (0.65),←,
24,"Whiley, Mark",22y 160d,14 (2-0-12 14.29%),2 (0.14),2 (0-0-2 0.00%),
36,"Wood, Cameron",28y 67d,76 (37-1-38 49.34%),25 (0.33),12 (3-1-8 29.17%),4 (0.33)
Totals,Totals,24y 292d,1741 (817-25-899 46.93%),1057 (0.61),,
C,"Malthouse, Mick",61y 266d,716 (406-7-303 57.19%),,52 (20-1-31 39.42%),
