Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",8,2,3,11,,,1.0,3.0,,,,,3.0,,,,,,,,,,
14,"Armstrong, Matt",7,2,8,15,1,,,1.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",8,3,4,12,,,,1.0,,,,,,1.0,,,,,,,,,
18,"Blakey, John",13,8,12,25,1,,,1.0,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",14,4,11,25,1,1.0,,3.0,,,,,2.0,,,,,,,,,,
22,"Caven, Peter",17,5,5,22,,2.0,,2.0,,,,,2.0,3.0,,,,,,,,,
2,"Dundas, Matthew",13,5,7,20,,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
7,"Gale, Michael",7,5,14,21,1,,,1.0,,,,,,2.0,,,,,,,,,
6,"Guard, Jeremy",3,2,2,5,1,1.0,,2.0,,,,,,2.0,,,,,,,,,
11,"Lynch, Alastair",4,2,2,6,2,,,,,,,,,2.0,,,,,,,,,
29,"Lyon, Ross",9,1,4,13,1,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
5,"McCormack, Brendan",13,6,8,21,,1.0,,,,,,,1.0,2.0,,,,,,,,,
21,"Morrish, Paul",14,1,9,23,,,,1.0,,,,,2.0,1.0,,,,,,,,,
4,"Paxman, Stephen",5,2,9,14,,,7.0,3.0,,,,,2.0,1.0,,,,,,,,,
1,"Roos, Paul",29,8,9,38,,1.0,,1.0,,,,,4.0,1.0,1.0,,,,,,,,
3,"Seecamp, Marcus",6,1,7,13,,,,3.0,,,,,2.0,,,,,,,,,,
33,"Stephens, Brett",8,5,20,28,,,,3.0,,,,,,1.0,,,,,,,,,
13,"Stevenson, Shayne",11,3,3,14,,,,3.0,,,,,1.0,2.0,,,,,,,,,
12,"Wheildon, Darren",9,6,2,11,3,3.0,,,,,,,,3.0,,,,,,,,,
8,"Wynd, Jim",13,5,10,23,,,,5.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,76,149,360,11,18.0,9.0,36.0,,,,,24.0,27.0,1.0,,,,,,,,
Opposition,Opposition,221,92,140,361,22,14.0,23.0,29.0,,,,,27.0,24.0,5.0,,,,,,,,
