Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
42,"Beasy, Callan",22y 106d,13 (2-0-11 15.38%),6 (0.46),←,
18,"Bowyer, Glen",24y 188d,45 (28-0-17 62.22%),14 (0.31),10 (5-0-5 50.00%),
16,"Camporeale, Scott",28y 327d,204 (107-0-97 52.45%),185 (0.91),←,
13,"Davies, Justin",20y 362d,26 (6-0-20 23.08%),11 (0.42),←,
26,"De Luca, Adrian",22y 49d,14 (6-0-8 42.86%),5 (0.36),←,
14,"Fisher, Brad",20y 85d,27 (7-0-20 25.93%),32 (1.19),←,
11,"French, Barnaby",28y 221d,90 (41-1-48 46.11%),25 (0.28),28 (7-0-21 25.00%),5 (0.18)
33,"Houlihan, Ryan",22y 164d,90 (35-0-55 38.89%),73 (0.81),←,
10,"Johnson, Brett",22y 249d,52 (27-0-25 51.92%),13 (0.25),14 (6-0-8 42.86%),3 (0.21)
43,"Koutoufides, Anthony",31y 167d,219 (123-1-95 56.39%),184 (0.84),←,
12,"Lappin, Matthew",28y 137d,184 (84-1-99 45.92%),190 (1.03),129 (56-0-73 43.41%),164 (1.27)
20,"McGrath, Cory",25y 150d,32 (21-0-11 65.63%),14 (0.44),4 (3-0-1 75.00%),
3,"Morrell, Digby",24y 267d,53 (26-1-26 50.00%),50 (0.94),13 (6-0-7 46.15%),3 (0.23)
37,"Norman, Karl",21y 34d,20 (7-0-13 35.00%),5 (0.25),←,
28,"Prendergast, Ian",23y 305d,46 (15-0-31 32.61%),13 (0.28),←,
29,"Scotland, Heath",23y 348d,67 (29-0-38 43.28%),22 (0.33),14 (6-0-8 42.86%),10 (0.71)
36,"Sporn, Trent",21y 284d,29 (7-0-22 24.14%),5 (0.17),←,
24,"Stevens, Nick",24y 182d,139 (79-2-58 57.55%),83 (0.60),12 (5-0-7 41.67%),5 (0.42)
15,"Teague, David",23y 59d,47 (24-0-23 51.06%),4 (0.09),14 (6-0-8 42.86%),
32,"Thornton, Bret",20y 231d,45 (12-0-33 26.67%),1 (0.02),←,
30,"Waite, Jarrad",21y 150d,23 (5-0-18 21.74%),11 (0.48),←,
1,"Walker, Andrew",18y 46d,8 (3-0-5 37.50%),1 (0.13),←,
Totals,Totals,23y 253d,1473 (694-6-773 47.11%),947 (0.64),,
C,"Pagan, Denis",56y 283d,276 (160-0-116 57.97%),,36 (10-0-26 27.78%),
