Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
42,"Beasy, Callan",21y 150d,9 (0-0-9 0.00%),5 (0.56),←,
29,"Beaumont, Simon",27y 246d,150 (72-0-78 48.00%),89 (0.59),←,
16,"Camporeale, Scott",28y 5d,189 (101-0-88 53.44%),170 (0.90),←,
13,"Davies, Justin",20y 40d,18 (3-0-15 16.67%),5 (0.28),←,
25,"Fevola, Brendan",22y 208d,61 (26-0-35 42.62%),120 (1.97),←,
14,"Fisher, Brad",19y 129d,14 (3-0-11 21.43%),17 (1.21),←,
31,"Fletcher, Simon",24y 364d,82 (39-0-43 47.56%),30 (0.37),←,
33,"Houlihan, Ryan",21y 207d,74 (29-0-45 39.19%),66 (0.89),←,
27,"Hulme, Darren",26y 37d,102 (47-0-55 46.08%),51 (0.50),←,
43,"Koutoufides, Anthony",30y 210d,213 (120-1-92 56.57%),179 (0.84),←,
12,"Lappin, Matthew",27y 180d,168 (78-1-89 46.73%),172 (1.02),113 (50-0-63 44.25%),146 (1.29)
4,"Livingston, Luke",20y 285d,25 (4-0-21 16.00%),2 (0.08),←,
22,"Manton, Glenn",30y 76d,176 (99-0-77 56.25%),34 (0.19),155 (88-0-67 56.77%),30 (0.19)
41,"McCormick, Jonathon",22y 143d,19 (4-0-15 21.05%),5 (0.26),←,
5,"McKay, Andrew",33y 33d,242 (131-1-110 54.34%),28 (0.12),←,
2,"McKernan, Corey",29y 240d,222 (125-0-97 56.31%),293 (1.32),40 (6-0-34 15.00%),60 (1.50)
26,"OKeeffe, Sean",21y 98d,5 (0-0-5 0.00%),1 (0.20),←,
28,"Prendergast, Ian",22y 348d,30 (9-0-21 30.00%),7 (0.23),←,
36,"Sporn, Trent",20y 327d,20 (5-0-15 25.00%),3 (0.15),←,
32,"Thornton, Bret",19y 274d,29 (6-0-23 20.69%),1 (0.03),←,
30,"Waite, Jarrad",20y 193d,18 (3-0-15 16.67%),11 (0.61),←,
34,"Wiggins, Simon",20y 339d,38 (10-0-28 26.32%),10 (0.26),←,
Totals,Totals,24y 72d,1904 (914-3-987 48.00%),1299 (0.68),,
C,"Pagan, Denis",55y 326d,260 (154-0-106 59.23%),,20 (4-0-16 20.00%),
