Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
9,"Anthony, John",22y 165d,41 (27-0-14 65.85%),80 (1.95),←,
12,"Ball, Luke",26y 39d,155 (100-0-55 64.52%),63 (0.41),13 (10-0-3 76.92%),5 (0.38)
17,"Beams, Dayne",20y 141d,31 (20-1-10 66.13%),27 (0.87),←,
47,"Blair, Jarryd",20y 80d,1 (1-0-0 100.00%),,←,
15,"Brown, Leigh",28y 130d,212 (100-2-110 47.64%),98 (0.46),31 (22-1-8 72.58%),14 (0.45)
32,"Cloke, Travis",23y 120d,114 (66-1-47 58.33%),137 (1.20),←,
1,"Davis, Leon",29y 16d,197 (104-1-92 53.05%),251 (1.27),←,
31,"Dawes, Chris",22y 48d,18 (14-0-4 77.78%),26 (1.44),←,
4,"Didak, Alan",27y 138d,171 (100-0-71 58.48%),239 (1.40),←,
6,"Goldsack, Tyson",23y 42d,47 (27-0-20 57.45%),5 (0.11),←,
26,"Johnson, Ben",29y 89d,197 (108-0-89 54.82%),59 (0.30),←,
18,"Jolly, Darren",28y 239d,180 (96-3-81 54.17%),83 (0.46),14 (10-1-3 75.00%),13 (0.93)
24,"Lockyer, Tarkyn",30y 246d,223 (113-1-109 50.90%),148 (0.66),←,
8,"Lumumba, Heritier",23y 230d,99 (60-1-38 61.11%),12 (0.12),←,
10,"Pendlebury, Scott",22y 177d,90 (54-1-35 60.56%),54 (0.60),←,
35,"Prestigiacomo, Simon",32y 153d,228 (104-1-123 45.83%),3 (0.01),←,
20,"Reid, Ben",21y 65d,19 (9-1-9 50.00%),3 (0.16),←,
39,"Shaw, Heath",24y 218d,105 (62-1-42 59.52%),21 (0.20),←,
36,"Swan, Dane",26y 128d,139 (78-1-60 56.47%),87 (0.63),←,
13,"Thomas, Dale",23y 12d,99 (60-1-38 61.11%),76 (0.77),←,
34,"Toovey, Alan",23y 102d,55 (36-1-18 66.36%),8 (0.15),←,
21,"Wellingham, Sharrod",21y 361d,40 (26-1-13 66.25%),18 (0.45),←,
Totals,Totals,25y 1d,2461 (1365-18-1078 55.47%),1498 (0.61),,
C,"Malthouse, Mick",56y 320d,627 (354-5-268 56.86%),,249 (131-1-117 52.81%),
