Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",23y 270d,47 (31-0-16 65.96%),31 (0.66),←,
8,"Anderson, Dean",24y 345d,80 (57-0-23 71.25%),73 (0.91),←,
23,"Brereton, Dermott",27y 327d,187 (141-1-45 75.67%),425 (2.27),←,
4,"Collins, Andrew",27y 77d,117 (86-0-31 73.50%),30 (0.26),←,
3,"Condon, Anthony",24y 218d,75 (54-0-21 72.00%),29 (0.39),←,
14,"Dear, Greg",29y 85d,122 (93-0-29 76.23%),18 (0.15),←,
13,"Dear, Paul",25y 196d,68 (48-0-20 70.59%),58 (0.85),←,
19,"Dunstall, Jason",27y 332d,161 (125-0-36 77.64%),748 (4.65),←,
16,"Gowers, Andrew",23y 91d,38 (28-0-10 73.68%),19 (0.50),←,
6,"Hall, Tony",27y 299d,70 (56-0-14 80.00%),111 (1.59),←,
17,"Hudson, Paul",21y 357d,47 (34-0-13 72.34%),87 (1.85),←,
11,"Jarman, Darren",25y 165d,40 (27-0-13 67.50%),59 (1.48),←,
1,"Jencke, Ray",26y 108d,110 (79-0-31 71.82%),23 (0.21),←,
24,"Langford, Chris",29y 191d,210 (158-1-51 75.48%),31 (0.15),←,
12,"Lawrence, Stephen",23y 80d,63 (43-0-20 68.25%),17 (0.27),←,
20,"Maginness, Scott",25y 344d,78 (57-0-21 73.08%),4 (0.05),←,
38,"McCrabb, Austin",27y 166d,43 (25-0-18 58.14%),5 (0.12),7 (5-0-2 71.43%),1 (0.14)
2,"Mew, Chris",31y 65d,223 (161-1-61 72.42%),20 (0.09),←,
44,"Platten, John",29y 116d,152 (113-0-39 74.34%),158 (1.04),←,
18,"Pritchard, Darrin",26y 112d,119 (88-0-31 73.95%),65 (0.55),←,
Totals,Totals,26y 161d,2050 (1504-3-543 73.37%),2011 (0.98),,
C,"Joyce, Alan",49y 264d,65 (49-0-16 75.38%),,←,
