Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",8,1,8,16,,1.0,,2.0,1.0,3.0,1.0,4.0,1.0,2.0,,7.0,8.0,,,1.0,,1.0,100.0
3,"Bartel, Jimmy",8,3,1,9,,,,4.0,4.0,1.0,1.0,6.0,2.0,4.0,,3.0,6.0,,,1.0,,,88.0
17,"Byrnes, Shannon",11,3,5,16,,,,2.0,1.0,6.0,2.0,4.0,,1.0,,5.0,11.0,,,,1.0,,68.0
31,"Chambers, Paul",1,1,5,6,,,16.0,,,1.0,1.0,,,,,5.0,1.0,,,3.0,,,69.0
35,"Chapman, Paul",4,,,4,1,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,,,1.0,,,44.0
11,"Corey, Joel",17,3,11,28,1,1.0,1.0,7.0,,3.0,2.0,6.0,,2.0,,9.0,18.0,,1.0,1.0,,1.0,97.0
19,"Egan, Matthew",3,3,5,8,,,,1.0,,1.0,,3.0,,1.0,,4.0,4.0,1.0,,1.0,,,75.0
16,"Gardiner, Charlie",2,2,2,4,,,,1.0,,3.0,,2.0,,1.0,,,4.0,,,2.0,,,64.0
2,"Harley, Tom",9,6,4,13,1,,,3.0,2.0,,1.0,3.0,1.0,1.0,,5.0,8.0,1.0,1.0,2.0,,,90.0
8,"Haynes, David",10,6,2,12,1,1.0,1.0,1.0,,4.0,,3.0,,3.0,,5.0,6.0,3.0,3.0,,,,91.0
41,"Hunt, Josh",12,2,2,14,,,,,6.0,1.0,1.0,1.0,,,,4.0,8.0,,,3.0,,,90.0
9,"Kelly, James",11,,7,18,,1.0,,5.0,,6.0,4.0,1.0,3.0,,,13.0,7.0,,,2.0,,1.0,97.0
18,"Kingsley, Kent",6,3,2,8,2,3.0,,1.0,,,,,,,,3.0,5.0,,3.0,,,,90.0
45,"Ling, Cameron",10,8,16,26,,,,2.0,1.0,2.0,5.0,3.0,,1.0,,7.0,18.0,,,5.0,,,100.0
13,"Lonergan, Tom",3,,1,4,,1.0,,2.0,,1.0,,,,,,3.0,,,,1.0,,,63.0
39,"Milburn, Darren",12,2,9,21,,,3.0,6.0,2.0,2.0,9.0,2.0,2.0,1.0,,10.0,11.0,,,5.0,1.0,,95.0
21,"Mooney, Cameron",13,4,8,21,,,3.0,2.0,6.0,2.0,5.0,3.0,,1.0,,7.0,12.0,,,2.0,,,82.0
34,"Rahilly, James",9,3,7,16,,,,2.0,3.0,2.0,3.0,,1.0,,,7.0,8.0,,,1.0,,,100.0
15,"Riccardi, Peter",15,2,3,18,,,,3.0,1.0,5.0,5.0,2.0,2.0,,,10.0,7.0,,,,,,66.0
33,"Rooke, Max",3,2,2,5,,,,3.0,1.0,,,,,,,2.0,3.0,,,,,,53.0
27,"Sanderson, Brenton",5,4,4,9,,,,5.0,1.0,1.0,,,,,,2.0,7.0,1.0,,1.0,,,79.0
30,"Scarlett, Matthew",8,6,2,10,,,,4.0,6.0,,,1.0,,,,2.0,8.0,1.0,,7.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,64,106,286,6,11.0,24.0,58.0,36.0,45.0,41.0,46.0,13.0,20.0,,116.0,161.0,7.0,8.0,39.0,2.0,3.0,
Opposition,Opposition,218,86,129,347,17,14.0,42.0,63.0,38.0,53.0,38.0,41.0,20.0,13.0,6.0,137.0,198.0,7.0,14.0,51.0,6.0,14.0,
