Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",19y 10d,8 (6-0-2 75.00%),3 (0.38),←,
7,"Burgoyne, Peter",29y 194d,202 (115-3-84 57.67%),184 (0.91),←,
8,"Burgoyne, Shaun",24y 294d,123 (83-0-40 67.48%),133 (1.08),←,
27,"Carlile, Alipate",20y 103d,7 (4-0-3 57.14%),,←,
25,"Cassisi, Domenic",24y 323d,101 (64-1-36 63.86%),42 (0.42),←,
30,"Chaplin, Troy",21y 169d,36 (19-1-16 54.17%),4 (0.11),←,
35,"Cornes, Chad",27y 272d,179 (111-1-67 62.29%),147 (0.82),←,
18,"Cornes, Kane",24y 218d,134 (84-1-49 63.06%),59 (0.44),←,
37,"Deluca, Fabian",20y 196d,6 (1-0-5 16.67%),1 (0.17),←,
33,"Ebert, Brett",23y 266d,73 (38-1-34 52.74%),105 (1.44),←,
5,"Lade, Brendon",31y 32d,189 (107-3-79 57.41%),154 (0.81),←,
12,"Lonie, Nathan",24y 160d,98 (37-0-61 37.76%),47 (0.48),34 (17-0-17 50.00%),12 (0.35)
4,"Motlop, Daniel",25y 148d,70 (30-1-39 43.57%),90 (1.29),23 (10-0-13 43.48%),37 (1.61)
16,"Pearce, Danyle",21y 126d,44 (22-0-22 50.00%),30 (0.68),←,
36,"Pettigrew, Michael",22y 148d,50 (25-0-25 50.00%),22 (0.44),←,
15,"Rodan, David",23y 307d,84 (31-0-53 36.90%),67 (0.80),19 (12-0-7 63.16%),24 (1.26)
9,"Surjan, Jacob",21y 361d,41 (23-0-18 56.10%),7 (0.17),←,
6,"Thomson, Adam",20y 355d,20 (10-0-10 50.00%),11 (0.55),←,
28,"Thurstans, Toby",26y 362d,77 (48-1-28 62.99%),50 (0.65),←,
39,"Westhoff, Justin",20y 314d,10 (6-0-4 60.00%),25 (2.50),←,
24,"White, Damon",23y 360d,49 (25-1-23 52.04%),44 (0.90),←,
21,"Wilson, Michael",30y 263d,182 (98-4-80 54.95%),51 (0.28),←,
Totals,Totals,24y 44d,1783 (987-18-778 55.36%),1276 (0.72),,
C,"Williams, Mark",48y 355d,208 (124-2-82 60.10%),,←,
