Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13 ↓,"Adams, Taylor",9,2,1,10,,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,8.0,,,,,,57.0
11,"Blair, Jarryd",13,5,9,22,1,2.0,,2.0,,5.0,,1.0,4.0,1.0,,11.0,12.0,1.0,,3.0,1.0,2.0,86.0
16,"Brown, Nathan",3,4,6,9,,,,2.0,1.0,1.0,,1.0,,1.0,,3.0,6.0,,,7.0,,,89.0
25,"Crisp, Jack",14,4,9,23,1,,1.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,,11.0,11.0,,1.0,2.0,1.0,1.0,88.0
5,"Elliott, Jamie",10,6,2,12,2,1.0,,4.0,1.0,1.0,,,3.0,,,7.0,6.0,1.0,3.0,2.0,1.0,,83.0
1,"Fasolo, Alex",13,8,2,15,4,1.0,,2.0,,4.0,,2.0,1.0,2.0,,7.0,10.0,1.0,5.0,2.0,,2.0,91.0
45,"Frost, Jack",2,1,2,4,,,,,1.0,,,,,,,2.0,1.0,1.0,,5.0,,,90.0
19,"Greenwood, Levi",9,7,11,20,,1.0,,6.0,,3.0,1.0,1.0,1.0,1.0,,6.0,14.0,,1.0,,,2.0,92.0
4,"Grundy, Brodie",7,3,7,14,,,37.0,9.0,5.0,1.0,2.0,4.0,1.0,2.0,,5.0,7.0,,,7.0,,,89.0
8,"Langdon, Tom",10,6,18,28,,,,3.0,1.0,3.0,4.0,3.0,1.0,,,10.0,19.0,,,2.0,,1.0,89.0
17,"Marsh, Jonathon",3,,7,10,,,,1.0,2.0,,,3.0,,3.0,,6.0,5.0,,,1.0,,,82.0
37,"Maynard, Brayden",10,3,8,18,1,,,4.0,3.0,1.0,,2.0,1.0,,,5.0,11.0,,,3.0,2.0,,84.0
30,"Moore, Darcy",4,3,2,6,,,2.0,2.0,,,1.0,1.0,1.0,,,3.0,3.0,1.0,1.0,,,1.0,79.0
10,"Pendlebury, Scott",14,3,23,37,,,,7.0,3.0,5.0,4.0,3.0,1.0,1.0,,10.0,27.0,,,2.0,,,85.0
20,"Reid, Ben",7,4,2,9,4,1.0,1.0,,,2.0,,1.0,1.0,1.0,,3.0,5.0,1.0,3.0,,,,78.0
12 ↑,"Scharenberg, Matt",4,,5,9,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,7.0,,,,,,29.0
22,"Sidebottom, Steele",10,2,9,19,,1.0,,7.0,,2.0,4.0,,1.0,,,5.0,13.0,1.0,1.0,1.0,,1.0,89.0
28,"Sinclair, Ben",14,4,6,20,,1.0,,3.0,2.0,3.0,1.0,1.0,,1.0,,3.0,17.0,,,1.0,,,77.0
36,"Swan, Dane",22,10,19,41,3,,,3.0,,4.0,6.0,5.0,,3.0,3.0,12.0,28.0,1.0,1.0,5.0,1.0,2.0,89.0
34,"Toovey, Alan",4,1,11,15,,,,8.0,3.0,,1.0,2.0,,1.0,,7.0,8.0,,,3.0,1.0,,91.0
18,"Varcoe, Travis",3,3,12,15,,,,,,1.0,1.0,2.0,,2.0,,4.0,11.0,,,2.0,,,87.0
26,"Williams, Marley",13,3,6,19,,,,8.0,4.0,2.0,,2.0,2.0,,,8.0,12.0,,,1.0,2.0,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,82,177,375,16,9.0,41.0,80.0,32.0,43.0,31.0,40.0,22.0,22.0,3.0,130.0,241.0,8.0,16.0,49.0,9.0,12.0,
Opposition,Opposition,178,71,187,365,13,9.0,45.0,47.0,22.0,50.0,45.0,48.0,22.0,22.0,3.0,141.0,229.0,9.0,6.0,57.0,7.0,9.0,
