Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Adams, Marcus",9,6,5,14,,,1.0,,2.0,2.0,,1.0,1.0,1.0,,3.0,11.0,,,9.0,,,96.0
4,"Bontempelli, Marcus",12,3,11,23,2,3.0,,7.0,,6.0,1.0,4.0,2.0,2.0,,9.0,16.0,2.0,2.0,2.0,,,89.0
17,"Boyd, Tom",5,1,12,17,,,31.0,3.0,,3.0,3.0,4.0,3.0,1.0,,10.0,8.0,,,8.0,,2.0,86.0
12,"Cordy, Zaine",10,3,4,14,1,,1.0,4.0,,2.0,2.0,1.0,,,,7.0,6.0,1.0,,2.0,,,90.0
9,"Crozier, Hayden",12,6,4,16,,,,4.0,4.0,2.0,,2.0,,1.0,,4.0,11.0,1.0,,4.0,,,83.0
6,"Dahlhaus, Luke",12,8,17,29,,,,5.0,1.0,3.0,,3.0,1.0,,,9.0,20.0,,,1.0,,1.0,79.0
5,"Dunkley, Josh",12,3,15,27,2,,,7.0,1.0,5.0,5.0,2.0,,1.0,3.0,11.0,15.0,1.0,2.0,4.0,,,86.0
26,"Gowers, Billy",15,4,4,19,2,1.0,,1.0,,6.0,3.0,3.0,1.0,1.0,,8.0,11.0,,1.0,2.0,,,82.0
7,"Hunter, Lachie",13,5,11,24,,,,3.0,5.0,2.0,3.0,2.0,1.0,,,8.0,16.0,,,3.0,1.0,,91.0
39,"Johannisen, Jason",16,3,7,23,,,,1.0,3.0,4.0,1.0,2.0,,1.0,,9.0,13.0,,,1.0,,,83.0
24,"Jong, Lin",1,1,1,2,,,,,,1.0,,1.0,,,,,2.0,,,,,,6.0
27,"Lipinski, Patrick",8,6,17,25,,1.0,,1.0,3.0,1.0,2.0,3.0,,2.0,,6.0,20.0,,,,,,89.0
36,"Lynch, Brad",10,3,8,18,,,,2.0,3.0,2.0,,1.0,,,,4.0,12.0,,,1.0,1.0,1.0,78.0
16,"McLean, Toby",13,2,12,25,1,,,11.0,3.0,6.0,5.0,4.0,1.0,2.0,,8.0,17.0,,,2.0,1.0,2.0,89.0
38,"Morris, Dale",4,2,8,12,,,,2.0,3.0,1.0,,,2.0,,,9.0,4.0,1.0,,3.0,,,96.0
33,"Naughton, Aaron",3,2,4,7,,,,2.0,1.0,1.0,,3.0,,,,3.0,5.0,,,6.0,,,85.0
20,"Richards, Ed",8,2,5,13,3,,,5.0,,1.0,3.0,1.0,1.0,,,8.0,4.0,,1.0,2.0,,1.0,80.0
13,"Schache, Josh",7,5,8,15,2,,,1.0,1.0,,,1.0,2.0,,,4.0,11.0,1.0,2.0,1.0,,,82.0
37,"Smith, Roarke",6,4,9,15,,,,1.0,,1.0,,2.0,1.0,1.0,,5.0,12.0,,,,1.0,,75.0
8,"Trengove, Jackson",7,4,8,15,,,2.0,1.0,,3.0,,,1.0,,,5.0,10.0,,,4.0,,,96.0
3,"Wallis, Mitch",8,4,16,24,1,,,4.0,1.0,2.0,3.0,4.0,1.0,2.0,,11.0,14.0,,1.0,1.0,1.0,1.0,75.0
34,"Williams, Bailey",10,3,8,18,2,,,4.0,3.0,3.0,3.0,3.0,,,,7.0,10.0,,1.0,,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,80,194,395,16,7.0,35.0,69.0,34.0,57.0,34.0,47.0,18.0,15.0,3.0,148.0,248.0,7.0,10.0,56.0,5.0,8.0,
Opposition,Opposition,213,93,195,408,15,11.0,40.0,75.0,40.0,52.0,39.0,45.0,15.0,18.0,3.0,133.0,273.0,10.0,15.0,39.0,7.0,12.0,
