St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",12,7,6,18,,,,3.0,5.0,,,3.0,,,,4.0,14.0,2.0,,5.0,,,97.0
36,"Bonner, Riley",8,2,4,12,,1.0,,1.0,3.0,,,4.0,,2.0,,3.0,10.0,,,,3.0,,76.0
16,"Butler, Dan",7,2,4,11,3,1.0,,4.0,,3.0,1.0,5.0,2.0,2.0,,4.0,7.0,,1.0,,,,77.0
47,"Caminiti, Anthony",4,6,8,12,,,1.0,3.0,,,,2.0,,2.0,,5.0,7.0,4.0,1.0,1.0,,,75.0
11,"Clark, Hunter",13,,5,18,,,,6.0,,5.0,4.0,,2.0,,,10.0,9.0,,,,,,62.0
15,"Dow, Paddy",10,4,10,20,,,,3.0,1.0,7.0,3.0,,1.0,,,9.0,11.0,,1.0,,,,77.0
23,"Henry, Liam",6,3,9,15,,1.0,,1.0,,3.0,2.0,2.0,,2.0,,3.0,12.0,,1.0,1.0,1.0,1.0,90.0
1,"Higgins, Jack",10,4,7,17,2,1.0,,4.0,,2.0,,2.0,,,,10.0,10.0,,4.0,5.0,,,89.0
8,"Hill, Bradley",9,5,6,15,,,,2.0,,5.0,,2.0,,1.0,,3.0,13.0,,,2.0,,,76.0
20 ↓,"Howard, Dougal",1,2,2,3,,,,,,,,,,,,1.0,2.0,,,,,,16.0
12,"King, Max",9,5,1,10,2,1.0,,1.0,,4.0,,4.0,2.0,4.0,,3.0,9.0,1.0,2.0,,,,82.0
19,"Marshall, Rowan",13,5,6,19,,,24.0,4.0,1.0,3.0,7.0,3.0,1.0,,3.0,13.0,6.0,2.0,,2.0,,,86.0
28,"Membrey, Tim",3,2,6,9,,,,3.0,,2.0,,4.0,,1.0,,4.0,6.0,,,,,1.0,83.0
10,"Owens, Mitch",9,3,5,14,,1.0,,6.0,1.0,4.0,4.0,4.0,3.0,1.0,,8.0,6.0,1.0,,2.0,,,82.0
6 ↑,"Ross, Sebastian",8,4,,8,,,,,2.0,,,,,,,,8.0,,,1.0,,,61.0
35,"Sinclair, Jack",25,7,6,31,,1.0,,2.0,7.0,4.0,2.0,3.0,,,1.0,7.0,21.0,,,4.0,2.0,,84.0
9,"Steele, Jack",8,2,12,20,,,,8.0,3.0,2.0,6.0,3.0,1.0,1.0,,12.0,9.0,,,1.0,,,78.0
7,"Wanganeen-Milera, Nasiah",20,5,8,28,,1.0,,1.0,4.0,3.0,1.0,4.0,,1.0,,9.0,16.0,1.0,,2.0,,1.0,85.0
29,"Webster, Jimmy",7,2,6,13,,,,1.0,1.0,,,,1.0,,,5.0,9.0,,,3.0,,,87.0
44,"Wilkie, Callum",4,4,6,10,,,,,3.0,,,,1.0,,,5.0,6.0,,,9.0,,,100.0
22,"Wilson, Darcy",6,2,4,10,,,,1.0,1.0,5.0,,4.0,1.0,1.0,,3.0,7.0,,,1.0,2.0,,65.0
2,"Windhager, Marcus",9,3,6,15,,,,5.0,3.0,2.0,4.0,3.0,,1.0,,8.0,9.0,,,3.0,,,83.0
32,"Wood, Mason",13,4,8,21,,,,1.0,1.0,2.0,1.0,4.0,,,,6.0,17.0,,1.0,3.0,,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,83,135,349,7,9.0,25.0,60.0,36.0,56.0,35.0,56.0,15.0,19.0,4.0,135.0,224.0,11.0,11.0,45.0,8.0,4.0,
Opposition,Opposition,233,137,136,369,7,6.0,34.0,56.0,49.0,45.0,25.0,51.0,19.0,15.0,2.0,114.0,248.0,11.0,9.0,45.0,6.0,5.0,
