Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",26y 279d,133 (72-1-60 54.51%),60 (0.45),88 (64-1-23 73.30%),36 (0.41)
31,"Andrews, Harris",27y 216d,203 (99-1-103 49.01%),11 (0.05),←,
8,"Ashcroft, Will",20y 69d,21 (16-0-5 76.19%),10 (0.48),←,
33,"Bailey, Zac",24y 295d,130 (86-0-44 66.15%),132 (1.02),←,
7,"Berry, Jarrod",26y 160d,150 (85-1-64 57.00%),63 (0.42),←,
34,"Brain, Shadeau",20y 152d,4 (3-1-0 87.50%),,←,
23,"Cameron, Charlie",30y 9d,219 (140-2-77 64.38%),387 (1.77),146 (93-1-52 64.04%),300 (2.05)
3,"Daniher, Joe",30y 132d,194 (97-2-95 50.52%),371 (1.91),86 (57-1-28 66.86%),180 (2.09)
5,"Dunkley, Josh",27y 187d,157 (93-1-63 59.55%),72 (0.46),41 (28-1-12 69.51%),7 (0.17)
28,"Fletcher, Jaspa",20y 141d,31 (21-1-9 69.35%),11 (0.35),←,
30,"Hipwood, Eric",26y 305d,169 (92-1-76 54.73%),257 (1.52),←,
41,"Joyce, Darragh",27y 82d,20 (12-0-8 60.00%),,7 (6-0-1 85.71%),
35,"Lester, Ryan",31y 323d,197 (91-1-105 46.45%),47 (0.24),←,
1,"Lohmann, Kai",21y 69d,25 (17-1-7 70.00%),22 (0.88),←,
6,"McCluggage, Hugh",26y 133d,172 (98-1-73 57.27%),108 (0.63),←,
46,"McInerney, Oscar",30y 4d,142 (90-1-51 63.73%),60 (0.42),←,
26,"McKenna, Conor",28y 108d,117 (62-2-53 53.85%),27 (0.23),38 (27-1-10 72.37%),7 (0.18)
13,"Morris, Logan",19y 65d,10 (8-1-1 85.00%),14 (1.40),←,
9,"Neale, Lachie",31y 51d,262 (150-1-111 57.44%),123 (0.47),127 (85-1-41 67.32%),56 (0.44)
16,"Rayner, Cam",24y 267d,130 (79-1-50 61.15%),122 (0.94),←,
38,"Reville, Bruce",23y 143d,10 (8-1-1 85.00%),3 (0.30),←,
44,"Wilmot, Darcy",20y 196d,46 (31-1-14 68.48%),6 (0.13),←,
15,"Zorko, Dayne",35y 156d,267 (126-1-140 47.38%),231 (0.87),←,
Totals,Totals,26y 43d,2809 (1576-23-1210 56.11%),2137 (0.76),,
C,"Fagan, Chris",63y 21d,179 (102-1-76 57.26%),,←,
