Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",19y 259d,22 (6-0-16 27.27%),20 (0.91),←,
27,"Ainsworth, Ben",19y 135d,5 (1-0-4 20.00%),3 (0.60),←,
8,"Fiorini, Brayden",19y 307d,9 (2-0-7 22.22%),5 (0.56),←,
1,"Hanley, Pearce",28y 222d,135 (40-0-95 29.63%),58 (0.43),6 (2-0-4 33.33%),
5,"Harbrow, Jarrod",28y 342d,193 (76-2-115 39.90%),53 (0.27),123 (36-1-86 29.67%),32 (0.26)
38,"Joyce, Jesse",19y 312d,24 (8-0-16 33.33%),1 (0.04),←,
23,"Lemmens, Sean",22y 235d,62 (20-1-41 33.06%),15 (0.24),←,
21,"Leslie, Jack",22y 59d,17 (4-0-13 23.53%),,←,
7,"Lonergan, Jesse",22y 223d,50 (13-1-36 27.00%),5 (0.10),←,
19,"Lynch, Tom",24y 237d,115 (33-1-81 29.13%),217 (1.89),←,
25,"Lyons, Jarryd",24y 338d,68 (39-0-29 57.35%),40 (0.59),13 (5-0-8 38.46%),8 (0.62)
44,"Macpherson, Darcy",19y 239d,5 (0-0-5 0.00%),3 (0.60),←,
4,"Martin, Jack",22y 147d,57 (18-1-38 32.46%),46 (0.81),←,
17,"May, Steven",25y 166d,99 (33-1-65 33.84%),17 (0.17),←,
11,"Miller, Touk",21y 123d,51 (12-1-38 24.51%),15 (0.29),←,
42,"Saad, Adam",22y 337d,39 (12-1-26 32.05%),2 (0.05),←,
6,"Sexton, Alex",23y 204d,68 (20-0-48 29.41%),39 (0.57),←,
26,"Shaw, Matt",25y 140d,102 (26-1-75 25.98%),33 (0.32),←,
24,"Swallow, David",24y 218d,89 (27-0-62 30.34%),43 (0.48),←,
16,"Thompson, Rory",26y 105d,83 (25-1-57 30.72%),7 (0.08),←,
28,"Witts, Jarrod",24y 285d,53 (23-0-30 43.40%),20 (0.38),13 (5-0-8 38.46%),2 (0.15)
30,"Wright, Peter",20y 290d,33 (8-0-25 24.24%),45 (1.36),←,
Totals,Totals,23y 74d,1379 (446-11-922 32.34%),687 (0.50),,
C,"Eade, Rodney",59y 82d,371 (184-5-182 50.27%),,57 (15-1-41 27.19%),
