Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",27y 132d,78 (34-0-44 43.59%),30 (0.38),←,
5,"Buckley, Nathan",30y 252d,206 (81-2-123 39.81%),204 (0.99),186 (77-2-107 41.94%),183 (0.98)
8,"Clement, James",26y 212d,131 (53-0-78 40.46%),46 (0.35),47 (27-0-20 57.45%),8 (0.17)
34,"Cloke, Jason",20y 333d,24 (16-0-8 66.67%),2 (0.08),←,
1,"Davis, Leon",21y 291d,58 (28-0-30 48.28%),68 (1.17),←,
4,"Didak, Alan",20y 48d,26 (17-0-9 65.38%),31 (1.19),←,
26,"Johnson, Ben",21y 364d,55 (30-0-25 54.55%),11 (0.20),←,
18,"Licuria, Paul",25y 90d,93 (38-0-55 40.86%),23 (0.25),83 (36-0-47 43.37%),21 (0.25)
24,"Lockyer, Tarkyn",23y 156d,83 (38-0-45 45.78%),44 (0.53),←,
39,"Lokan, Matthew",20y 135d,2 (2-0-0 100.00%),,←,
37,"Lonie, Ryan",20y 31d,41 (23-0-18 56.10%),19 (0.46),←,
27,"McGough, Mark",18y 286d,19 (13-0-6 68.42%),6 (0.32),←,
12,"McKee, Steven",24y 288d,65 (36-0-29 55.38%),12 (0.18),45 (26-0-19 57.78%),11 (0.24)
7,"Molloy, Jarrod",26y 327d,151 (62-1-88 41.39%),186 (1.23),31 (17-0-14 54.84%),28 (0.90)
11,"OBree, Shane",24y 20d,83 (41-0-42 49.40%),26 (0.31),64 (32-0-32 50.00%),23 (0.36)
23,"Rocca, Anthony",25y 232d,144 (63-0-81 43.75%),209 (1.45),122 (52-0-70 42.62%),198 (1.62)
22,"Shaw, Rhyce",21y 170d,6 (2-0-4 33.33%),3 (0.50),←,
20,"Tarrant, Chris",22y 198d,87 (38-0-49 43.68%),140 (1.61),←,
14,"Wakelin, Shane",28y 235d,142 (69-2-71 49.30%),19 (0.13),48 (28-0-20 58.33%),
38,"Walker, Tristen",18y 358d,2 (2-0-0 100.00%),,←,
19,"Williams, Andrew",24y 34d,86 (36-1-49 42.44%),46 (0.53),2 (2-0-0 100.00%),4 (2.00)
2,"Woewodin, Shane",26y 266d,140 (66-0-74 47.14%),64 (0.46),2 (2-0-0 100.00%),1 (0.50)
Totals,Totals,23y 252d,1722 (788-6-928 45.76%),1189 (0.69),,
C,"Malthouse, Mick",49y 230d,449 (258-4-187 57.91%),,71 (35-0-36 49.30%),
