Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Batchelor, Jake",23y 147d,66 (35-2-29 54.55%),4 (0.06),←,
25,"Chaplin, Troy",29y 137d,198 (91-1-106 46.21%),14 (0.07),58 (36-0-22 62.07%),4 (0.07)
9,"Cotchin, Trent",25y 94d,145 (71-2-72 49.66%),91 (0.63),←,
3,"Deledio, Brett",28y 83d,224 (98-5-121 44.87%),155 (0.69),←,
10,"Edwards, Shane",26y 258d,164 (69-5-90 43.60%),111 (0.68),←,
5,"Ellis, Brandon",21y 341d,79 (44-1-34 56.33%),30 (0.38),←,
22,"Gordon, Nathan",25y 148d,22 (14-0-8 63.64%),19 (0.86),20 (12-0-8 60.00%),18 (0.90)
6,"Grigg, Shaun",27y 82d,138 (67-2-69 49.28%),63 (0.46),95 (49-2-44 52.63%),53 (0.56)
2,"Grimes, Dylan",23y 359d,56 (31-0-25 55.36%),2 (0.04),←,
16,"Hampson, Shaun",27y 111d,75 (38-1-36 51.33%),33 (0.44),12 (4-0-8 33.33%),1 (0.08)
14,"Houli, Bachar",27y 59d,128 (63-3-62 50.39%),29 (0.23),102 (53-2-47 52.94%),20 (0.20)
28,"Hunt, Taylor",24y 247d,77 (58-0-19 75.32%),20 (0.26),14 (9-0-5 64.29%),1 (0.07)
48,"Lambert, Kane",23y 226d,4 (3-0-1 75.00%),,←,
4,"Martin, Dustin",24y 14d,122 (58-2-62 48.36%),130 (1.07),←,
33,"McIntosh, Kamdyn",21y 98d,14 (9-0-5 64.29%),5 (0.36),←,
26,"Miles, Anthony",23y 132d,37 (19-0-18 51.35%),11 (0.30),27 (18-0-9 66.67%),10 (0.37)
38,"Morris, Steven",26y 191d,76 (41-1-34 54.61%),11 (0.14),←,
1,"Newman, Chris",33y 53d,259 (99-5-155 39.19%),48 (0.19),←,
18,"Rance, Alex",25y 274d,121 (54-2-65 45.45%),8 (0.07),←,
8,"Riewoldt, Jack",26y 252d,171 (75-4-92 45.03%),420 (2.46),←,
29,"Vickery, Ty",25y 40d,95 (44-2-49 47.37%),113 (1.19),←,
31,"Vlastuin, Nick",21y 82d,52 (30-0-22 57.69%),13 (0.25),←,
Totals,Totals,25y 189d,2323 (1111-38-1174 47.83%),1330 (0.57),,
C,"Hardwick, Damien",42y 326d,126 (60-2-64 48.41%),,←,
