West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",12,8,9,21,,3.0,2.0,3.0,,,,,3.0,1.0,,,,,,,,,
6,"Banfield, Drew",5,2,5,10,,,,1.0,,,,,,,,,,,,,,,
18,"Evans, Tony",17,2,2,19,,,,1.0,,,,,2.0,1.0,,,,,,,,,
25,"Gehrig, Fraser",8,6,1,9,3,2.0,1.0,,,,,,2.0,,,,,,,,,,
1,"Heady, Brett",9,2,5,14,5,,,2.0,,,,,2.0,,,,,,,,,,
27,"Jakovich, Glen",9,3,7,16,,,1.0,1.0,,,,,2.0,,,,,,,,,,
2,"Kemp, Dean",15,3,9,24,1,2.0,1.0,6.0,,,,,2.0,,3.0,,,,,,,,
28,"Lewis, Chris",8,2,2,10,1,,,2.0,,,,,1.0,,,,,,,,,,
37,"Lyle, Brayden",15,1,10,25,,,,,,,,,1.0,,,,,,,,,,
3,"Mainwaring, Chris",17,5,8,25,1,,,,,,,,3.0,1.0,,,,,,,,,
30,"Matera, Peter",16,7,6,22,2,1.0,,,,,,,1.0,1.0,,,,,,,,,
11,"McIntosh, Ashley",4,3,3,7,,,,1.0,,,,,,,,,,,,,,,
17,"McKenna, Guy",6,1,7,13,,,,1.0,,,,,2.0,,2.0,,,,,,,,
8,"Metropolis, Daniel",4,4,3,7,,,,2.0,,,,,1.0,1.0,,,,,,,,,
10,"Pyke, Don",13,2,7,20,2,,1.0,1.0,,,,,,1.0,,,,,,,,,
16,"Symmons, Paul",10,3,3,13,,,,1.0,,,,,2.0,,,,,,,,,,
7,"Turley, Craig",7,4,2,9,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
50,"Turnbull, Ryan",14,4,2,16,,,12.0,,,,,,3.0,3.0,,,,,,,,,
12,"White, Mitchell",4,1,5,9,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
9,"Wilson, Peter",5,4,4,9,,1.0,,2.0,,,,,,2.0,,,,,,,,,
24,"Worsfold, John",2,,2,4,,,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,67,102,302,16,15.0,19.0,27.0,,,,,30.0,13.0,5.0,,,,,,,,
Opposition,Opposition,162,63,109,271,8,10.0,32.0,41.0,,,,,13.0,30.0,1.0,,,,,,,,
