St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Acres, Blake",10,2,9,19,1,3.0,1.0,4.0,,1.0,2.0,3.0,3.0,2.0,,10.0,10.0,,,3.0,,,88.0
20,"Armitage, David",10,4,3,13,1,,,1.0,1.0,2.0,2.0,4.0,2.0,1.0,,6.0,9.0,,1.0,2.0,,,68.0
15,"Billings, Jack",4,4,13,17,,,,2.0,,2.0,,2.0,,,,4.0,13.0,,,,,,81.0
22,"Brown, Nathan",,2,8,8,,,,4.0,1.0,,1.0,1.0,,,,5.0,3.0,,,11.0,,,94.0
27,"Bruce, Josh",3,5,7,10,1,,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,,7.0,3.0,3.0,1.0,,,,87.0
2,"Carlisle, Jake",8,9,6,14,,,,1.0,1.0,,,2.0,1.0,1.0,,6.0,7.0,3.0,,1.0,,,91.0
33,"Coffield, Nick",12,6,6,18,1,,,,,1.0,,1.0,1.0,,,3.0,16.0,,1.0,1.0,,,69.0
7,"Dunstan, Luke",15,5,15,30,,,,3.0,3.0,4.0,6.0,3.0,,,,10.0,18.0,,,,,1.0,78.0
14,"Geary, Jarryn",6,2,7,13,1,,,2.0,1.0,,2.0,1.0,,,,2.0,12.0,,,2.0,,,82.0
4,"Gresham, Jade",6,5,4,10,1,,,,,3.0,,3.0,,3.0,,5.0,5.0,1.0,2.0,,,,86.0
21,"Long, Ben",6,,5,11,,,,2.0,,3.0,,5.0,,2.0,,6.0,6.0,,,1.0,,,76.0
43,"Marshall, Rowan",9,6,5,14,,1.0,18.0,4.0,2.0,5.0,2.0,3.0,1.0,3.0,,7.0,7.0,1.0,,4.0,,,92.0
32,"McCartin, Paddy",6,6,4,10,,1.0,,1.0,,1.0,,,,,,4.0,6.0,1.0,2.0,2.0,,,74.0
16,"Newnes, Jack",17,8,8,25,,2.0,,1.0,3.0,5.0,2.0,2.0,,1.0,,6.0,19.0,,1.0,2.0,1.0,,83.0
17,"Roberton, Dylan",10,8,6,16,,,,,4.0,,,2.0,,1.0,,4.0,12.0,,,7.0,,,86.0
6,"Ross, Sebastian",20,8,12,32,,,,6.0,1.0,6.0,3.0,6.0,3.0,1.0,,12.0,21.0,,,3.0,1.0,1.0,81.0
5,"Savage, Shane",21,6,8,29,,2.0,,4.0,1.0,3.0,,1.0,2.0,1.0,,5.0,25.0,,,,1.0,,86.0
35,"Sinclair, Jack",13,5,10,23,1,,,4.0,,9.0,2.0,4.0,1.0,2.0,,9.0,14.0,1.0,,1.0,1.0,1.0,85.0
3,"Steven, Jack",15,5,13,28,,,,4.0,3.0,2.0,6.0,3.0,,1.0,,10.0,18.0,,3.0,,1.0,,78.0
29,"Webster, Jimmy",15,1,5,20,,,,3.0,9.0,,2.0,3.0,2.0,,,8.0,12.0,,,3.0,2.0,,86.0
31,"White, Brandon",11,3,1,12,,,,,1.0,5.0,,3.0,,1.0,,4.0,8.0,1.0,1.0,3.0,,,79.0
34,"Wright, Nathan",3,1,2,5,,1.0,,3.0,,,,,,,,2.0,3.0,,,,,1.0,69.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,101,157,377,7,13.0,22.0,51.0,31.0,54.0,31.0,53.0,17.0,21.0,,135.0,247.0,11.0,12.0,46.0,7.0,4.0,
Opposition,Opposition,236,111,161,397,15,14.0,42.0,79.0,41.0,51.0,34.0,42.0,21.0,17.0,6.0,134.0,255.0,12.0,14.0,51.0,8.0,12.0,
