Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",24y 63d,83 (44-0-39 53.01%),35 (0.42),←,
10,"Backwell, Brett",18y 347d,6 (3-0-3 50.00%),4 (0.67),←,
29,"Beaumont, Simon",23y 138d,39 (22-0-17 56.41%),23 (0.59),←,
21,"Bradley, Craig",35y 189d,292 (177-2-113 60.96%),205 (0.70),←,
20,"Brown, Fraser",28y 255d,151 (86-1-64 57.28%),90 (0.60),←,
39,"Christou, Ang",27y 104d,111 (76-1-34 68.92%),17 (0.15),←,
52,"Culpitt, Heath",21y 73d,4 (2-0-2 50.00%),2 (0.50),←,
45,"Franchina, Anthony",21y 201d,24 (12-0-12 50.00%),4 (0.17),←,
36,"Hamill, Aaron",21y 253d,48 (21-0-27 43.75%),46 (0.96),←,
27,"Hulme, Darren",21y 294d,28 (9-0-19 32.14%),12 (0.43),←,
43,"Koutoufides, Anthony",26y 102d,134 (79-1-54 59.33%),95 (0.71),←,
12,"Lappin, Matthew",23y 72d,60 (30-1-29 50.83%),31 (0.52),5 (2-0-3 40.00%),5 (1.00)
22,"Manton, Glenn",25y 333d,103 (60-0-43 58.25%),32 (0.31),82 (49-0-33 59.76%),28 (0.34)
5,"McKay, Andrew",28y 290d,134 (82-1-51 61.57%),21 (0.16),←,
15,"Nelson, Ben",22y 97d,9 (4-0-5 44.44%),,←,
19,"Pearce, Brad",27y 257d,68 (40-0-28 58.82%),136 (2.00),66 (40-0-26 60.61%),135 (2.05)
7,"Ratten, Brett",27y 293d,169 (98-0-71 57.99%),50 (0.30),←,
23,"Rice, Dean",31y 44d,181 (82-1-98 45.58%),79 (0.44),65 (37-0-28 56.92%),36 (0.55)
14,"Sexton, Michael",28y 56d,176 (105-1-70 59.94%),19 (0.11),←,
1,"Silvagni, Stephen",31y 334d,252 (159-1-92 63.29%),175 (0.69),←,
30,"White, Adam",23y 111d,31 (16-0-15 51.61%),18 (0.58),←,
8,"Whitnall, Lance",19y 250d,46 (21-0-25 45.65%),73 (1.59),←,
Totals,Totals,25y 172d,2149 (1228-10-911 57.14%),1167 (0.54),,
C,"Parkin, David",56y 230d,473 (278-2-193 58.99%),,310 (191-2-117 61.94%),
