Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",29y 223d,186 (87-2-97 47.31%),33 (0.18),104 (54-2-48 52.88%),10 (0.10)
24,"Amiss, Jye",21y 323d,61 (32-1-28 53.28%),98 (1.61),←,
41,"Banfield, Bailey",27y 113d,108 (54-2-52 50.93%),66 (0.61),←,
15,"Bolton, Shai",26y 193d,148 (77-4-67 53.38%),184 (1.24),13 (9-0-4 69.23%),19 (1.46)
8,"Brayshaw, Andrew",25y 223d,160 (77-2-81 48.75%),56 (0.35),←,
5,"Chapman, Heath",23y 139d,55 (33-2-20 61.82%),2 (0.04),←,
6,"Clark, Jordan",24y 246d,116 (68-2-46 59.48%),23 (0.20),84 (47-2-35 57.14%),8 (0.10)
36,"Cox, Brennan",26y 310d,125 (59-1-65 47.60%),32 (0.26),←,
37,"Draper, Josh",21y 130d,31 (16-1-14 53.23%),,←,
28,"Erasmus, Neil",21y 199d,31 (16-0-15 51.61%),2 (0.06),←,
32,"Frederick, Michael",25y 33d,92 (54-1-37 59.24%),105 (1.14),←,
7,"Fyfe, Nat",33y 274d,243 (129-3-111 53.70%),178 (0.73),←,
9,"Jackson, Luke",23y 263d,109 (66-2-41 61.47%),82 (0.75),57 (29-1-27 51.75%),52 (0.91)
44,"Johnson, Matthew",22y 95d,51 (25-1-25 50.00%),9 (0.18),←,
30,"ODriscoll, Nathan",23y 33d,29 (18-0-11 62.07%),14 (0.48),←,
16,"Reid, Murphy",18y 324d,14 (9-0-5 64.29%),16 (1.14),←,
13,"Ryan, Luke",29y 133d,169 (82-2-85 49.11%),3 (0.02),←,
3,"Serong, Caleb",24y 130d,117 (62-2-53 53.85%),34 (0.29),←,
14,"Sharp, Jeremy",23y 310d,60 (29-1-30 49.17%),20 (0.33),37 (21-1-15 58.11%),13 (0.35)
35,"Treacy, Josh",22y 319d,70 (41-1-28 59.29%),100 (1.43),←,
20,"Voss, Patrick",21y 355d,17 (10-0-7 58.82%),21 (1.24),←,
34,"Wagner, Corey",28y 88d,51 (19-1-31 38.24%),8 (0.16),32 (17-1-14 54.69%),2 (0.06)
23,"Worner, Karl",23y 3d,21 (13-0-8 61.90%),,←,
Totals,Totals,24y 273d,2064 (1076-31-957 52.13%),1086 (0.53),,
C,"Longmuir, Justin",44y 149d,121 (62-2-57 52.07%),,←,
