North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",6,1,7,13,,2.0,,1.0,,,,,,,,,,,,,,,
11,"Archer, Glenn",7,1,5,12,2,,,4.0,,,,,,2.0,,,,,,,,,
14,"Armstrong, Matt",5,,3,8,1,,,2.0,,,,,,,,,,,,,,,
26,"Bell, Peter",11,1,4,15,,1.0,,2.0,,,,,,,,,,,,,,,
12,"Blakey, John",7,2,4,11,,,,2.0,,,,,,,,,,,,,,,
16,"Capuano, Mathew",1,2,1,2,,,1.0,,,,,,,,,,,,,,,,
18,"Carey, Wayne",13,7,5,18,3,3.0,,2.0,,,,,,1.0,,,,,,,,,
25,"Daniltchenko, Jason",2,,1,3,,,,1.0,,,,,,1.0,,,,,,,,,
6,"Fairley, Ian",4,3,1,5,,,,,,,,,,,,,,,,,,,
17,"Freeborn, Glenn",5,,1,6,,,,1.0,,,,,,,,,,,,,,,
34,"King, David",10,3,4,14,,,,,,,,,1.0,2.0,,,,,,,,,
7,"Laidley, Dani",12,5,7,19,,,,1.0,,,,,2.0,,,,,,,,,,
4,"Martyn, Mick",7,5,3,10,,,,2.0,,,,,,,,,,,,,,,
31,"McKernan, Corey",14,5,4,18,1,,14.0,1.0,,,,,1.0,2.0,,,,,,,,,
22,"Roberts, Mark",15,2,9,24,,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,
3,"Rock, Anthony",12,2,5,17,,,,,,,,,,1.0,,,,,,,,,
2,"Schwass, Wayne",10,1,15,25,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
8,"Scott, Robert",9,,9,18,,,,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Sholl, Craig",10,5,8,18,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
37,"Simpson, Adam",3,2,5,8,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,
10,"Stevens, Anthony",11,2,8,19,,,,3.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,49,109,283,8,11.0,19.0,28.0,,,,,8.0,13.0,,,,,,,,,
Opposition,Opposition,195,66,113,308,11,11.0,25.0,41.0,,,,,13.0,8.0,6.0,,,,,,,,
