North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",26y 103d,99 (51-1-47 52.02%),70 (0.71),←,
18,"Atley, Shaun",21y 308d,78 (41-0-37 52.56%),9 (0.12),←,
3,"Bastinac, Ryan",23y 26d,96 (52-0-44 54.17%),53 (0.55),←,
35,"Black, Aaron",23y 231d,39 (22-0-17 56.41%),57 (1.46),←,
10,"Cunnington, Ben",23y 18d,91 (47-0-44 51.65%),34 (0.37),←,
15,"Dal Santo, Nick",30y 146d,277 (155-5-117 56.86%),144 (0.52),17 (10-0-7 58.82%),4 (0.24)
38,"Daw, Majak",23y 129d,13 (7-0-6 53.85%),14 (1.08),←,
11,"Firrito, Michael",30y 233d,223 (110-2-111 49.78%),28 (0.13),←,
43,"Gibson, Sam",28y 52d,52 (30-0-22 57.69%),20 (0.38),←,
22,"Goldstein, Todd",26y 17d,118 (61-1-56 52.12%),55 (0.47),←,
24,"Greenwood, Levi",25y 149d,68 (36-1-31 53.68%),22 (0.32),←,
6,"Hansen, Lachlan",25y 335d,115 (58-1-56 50.87%),76 (0.66),←,
29,"Harvey, Brent",36y 65d,379 (205-3-171 54.49%),452 (1.19),←,
5,"Jacobs, Ben",22y 190d,40 (12-0-28 30.00%),8 (0.20),14 (7-0-7 50.00%),3 (0.21)
21,"McDonald, Luke",19y 159d,16 (9-0-7 56.25%),,←,
42,"McMahon, Scott",28y 46d,122 (62-1-59 51.23%),28 (0.23),←,
20,"Petrie, Drew",31y 276d,261 (127-3-131 49.23%),338 (1.30),←,
9,"Swallow, Andrew",27y 46d,156 (74-1-81 47.76%),72 (0.46),←,
12,"Thomas, Lindsay",26y 140d,146 (69-2-75 47.95%),238 (1.63),←,
16,"Thompson, Scott",28y 70d,128 (58-2-68 46.09%),6 (0.05),←,
19,"Wright, Sam",24y 3d,76 (38-0-38 50.00%),54 (0.71),←,
7,"Ziebell, Jack",23y 140d,92 (43-0-49 46.74%),46 (0.50),←,
Totals,Totals,26y 48d,2685 (1367-23-1295 50.91%),1824 (0.68),,
C,"Scott, Brad",38y 76d,106 (55-0-51 51.89%),,←,
