Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",22,10,6,28,2,1.0,,3.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,21.0,,1.0,4.0,2.0,1.0,86.0
21,"Black, Heath",17,7,3,20,,,,3.0,7.0,1.0,,4.0,1.0,2.0,,3.0,18.0,,,1.0,1.0,1.0,87.0
2,"Carr, Josh",16,11,15,31,,,,1.0,1.0,2.0,4.0,3.0,2.0,1.0,,11.0,20.0,,1.0,1.0,3.0,1.0,86.0
9,"Carr, Matthew",8,6,9,17,,,,2.0,,6.0,1.0,4.0,,2.0,,6.0,11.0,,,2.0,1.0,,81.0
10,"Cook, Troy",3,1,2,5,1,1.0,,5.0,,,,3.0,3.0,1.0,,5.0,3.0,,1.0,1.0,,1.0,75.0
15,"Crowley, Ryan",13,5,7,20,2,,,,3.0,2.0,2.0,2.0,1.0,2.0,,5.0,16.0,1.0,,2.0,,,75.0
25,"Dodd, Steven",7,9,8,15,,,,3.0,4.0,1.0,1.0,3.0,2.0,2.0,,7.0,10.0,1.0,,4.0,2.0,,82.0
33,"Farmer, Jeff",11,5,2,13,4,1.0,,,,2.0,,5.0,,2.0,,6.0,6.0,2.0,4.0,2.0,,5.0,81.0
14,"Grover, Antoni",3,2,6,9,,,,1.0,1.0,,,,1.0,,,2.0,8.0,,,4.0,,,91.0
4,"Hasleby, Paul",10,8,8,18,2,,,2.0,,3.0,2.0,,,,,5.0,13.0,1.0,1.0,,,,45.0
43,"Hayden, Roger",10,5,6,16,,,,4.0,1.0,3.0,,1.0,,,,4.0,11.0,,,1.0,1.0,,83.0
11,"Headland, Des",9,5,4,13,2,,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,,3.0,11.0,,1.0,,1.0,,86.0
37,"Johnson, Michael",11,3,8,19,1,,,1.0,5.0,5.0,1.0,3.0,,1.0,,6.0,12.0,,1.0,1.0,2.0,1.0,97.0
20,"Longmuir, Justin",7,6,6,13,1,1.0,1.0,1.0,,2.0,1.0,2.0,,1.0,,6.0,7.0,1.0,1.0,,,,73.0
8,"McManus, Shaun",8,4,6,14,,,1.0,1.0,,1.0,3.0,3.0,3.0,1.0,,8.0,8.0,,,1.0,2.0,,72.0
18,"McPharlin, Luke",13,12,5,18,,,,3.0,5.0,,,4.0,,2.0,,4.0,13.0,2.0,,4.0,1.0,,100.0
16,"Mundy, David",12,5,7,19,,1.0,,2.0,7.0,1.0,1.0,1.0,1.0,,,3.0,15.0,,,1.0,2.0,,90.0
23,"Parker, Shane",6,5,7,13,,,,2.0,2.0,,,1.0,,1.0,,4.0,9.0,1.0,,,,,83.0
29,"Pavlich, Matthew",9,7,4,13,2,1.0,,2.0,,4.0,,5.0,,3.0,,3.0,10.0,1.0,2.0,1.0,,1.0,95.0
7,"Peake, Brett",14,7,9,23,1,1.0,,,3.0,3.0,,2.0,,,,5.0,18.0,,1.0,2.0,8.0,,79.0
31,"Sandilands, Aaron",9,7,13,22,,,20.0,2.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,5.0,16.0,,1.0,,,,82.0
3,"Schammer, Byron",6,2,4,10,,2.0,,3.0,,2.0,1.0,3.0,1.0,2.0,,4.0,8.0,,1.0,2.0,,,70.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,132,145,369,18,10.0,22.0,42.0,45.0,48.0,24.0,55.0,19.0,27.0,5.0,110.0,264.0,10.0,16.0,34.0,26.0,11.0,
Opposition,Opposition,214,106,140,354,8,13.0,19.0,36.0,30.0,47.0,27.0,42.0,28.0,18.0,1.0,116.0,232.0,9.0,6.0,25.0,9.0,4.0,
