St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Baker, Steven",12,7,11,23,,,,3.0,4.0,3.0,3.0,2.0,,1.0,,8.0,16.0,,1.0,2.0,2.0,,
22,"Begley, James",9,4,6,15,,,,3.0,1.0,2.0,1.0,3.0,1.0,2.0,,7.0,10.0,,,,,,
6,"Black, Heath",14,3,10,24,,1.0,,1.0,,5.0,7.0,3.0,1.0,2.0,,6.0,18.0,1.0,,1.0,2.0,,
20,"Clarke, Xavier",2,1,1,3,,,,,,1.0,1.0,1.0,,,,2.0,1.0,,,,,,
18,"Cripps, Jason",7,5,9,16,,,,,2.0,3.0,1.0,2.0,,1.0,,4.0,12.0,,,3.0,,,
26,"Dal Santo, Nick",3,1,1,4,1,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,2.0,,1.0,1.0,,,
10,"Everitt, Peter",10,8,3,13,3,,9.0,,,5.0,,2.0,,,,5.0,8.0,3.0,2.0,3.0,,,
9,"Gehrig, Fraser",6,2,7,13,,1.0,,2.0,2.0,,,2.0,,1.0,,2.0,11.0,,,5.0,2.0,,
2,"Hamill, Aaron",15,5,8,23,1,1.0,1.0,1.0,,4.0,2.0,4.0,4.0,3.0,,12.0,13.0,1.0,,2.0,,,
7,"Hayes, Lenny",13,3,14,27,,1.0,,3.0,,4.0,,3.0,,2.0,3.0,6.0,20.0,1.0,,1.0,3.0,,
8,"Hudghton, Max",3,5,6,9,,,,1.0,2.0,2.0,,2.0,,2.0,,3.0,7.0,1.0,,8.0,2.0,,
5,"Jones, Austinn",22,4,5,27,2,,,1.0,9.0,3.0,1.0,4.0,,,,6.0,18.0,1.0,,,5.0,,
15,"Lawrence, Steven",12,6,14,26,,,,3.0,5.0,1.0,3.0,1.0,,,1.0,8.0,17.0,2.0,,2.0,,,
23,"Loewe, Stewart",6,7,17,23,,,20.0,,2.0,3.0,2.0,1.0,2.0,,,10.0,12.0,,,2.0,,,
31,"Maguire, Matt",4,2,6,10,1,,2.0,3.0,2.0,,,,,,,3.0,7.0,1.0,,4.0,,,
44,"Milne, Stephen",8,3,3,11,1,1.0,,1.0,,1.0,,1.0,,1.0,,5.0,6.0,,,3.0,4.0,,
43,"Moyle, Brett",4,,10,14,,,,1.0,,,1.0,1.0,2.0,,,9.0,4.0,,,1.0,,,
1,"Peckett, Justin",9,3,9,18,,1.0,,3.0,1.0,5.0,2.0,,1.0,,,6.0,13.0,,,3.0,4.0,,
12,"Riewoldt, Nick",8,7,6,14,,2.0,1.0,4.0,,4.0,,2.0,,1.0,,5.0,9.0,2.0,2.0,4.0,,,
4,"Thompson, Andrew",14,1,5,19,,,,4.0,1.0,5.0,5.0,4.0,1.0,2.0,,7.0,12.0,,,4.0,,,
13,"Voss, Brett",3,1,,3,,,,1.0,1.0,,,1.0,,,,1.0,2.0,,1.0,1.0,,,
30,"Wulf, Daniel",6,3,1,7,,2.0,,,,2.0,,1.0,,,,3.0,4.0,,2.0,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,81,152,342,9,12.0,33.0,36.0,32.0,54.0,30.0,42.0,12.0,19.0,4.0,120.0,222.0,13.0,9.0,52.0,24.0,,
Opposition,Opposition,190,93,82,272,11,11.0,32.0,50.0,40.0,49.0,32.0,32.0,19.0,12.0,2.0,111.0,162.0,11.0,14.0,46.0,21.0,,
