Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
21,"Barry, Leo",24y 329d,88 (46-0-42 52.27%),50 (0.57),←,
42,"Bennett, Gerrard",23y 4d,22 (9-0-13 40.91%),9 (0.41),←,
24,"Bolton, Jude",22y 29d,51 (23-0-28 45.10%),35 (0.69),←,
26,"Brockman, Leigh",23y 264d,3 (0-0-3 0.00%),1 (0.33),1 (0-0-1 0.00%),
8,"Cresswell, Daryn",30y 326d,206 (88-1-117 42.96%),170 (0.83),←,
28,"Crouch, Jared",24y 39d,89 (44-0-45 49.44%),17 (0.19),←,
12,"Fosdike, Nic",22y 46d,50 (23-0-27 46.00%),23 (0.46),←,
37,"Goodes, Adam",22y 95d,68 (32-0-36 47.06%),94 (1.38),←,
1,"Hall, Barry",25y 64d,91 (35-1-55 39.01%),157 (1.73),3 (1-0-2 33.33%),13 (4.33)
14,"Kelly, Paul",32y 259d,219 (84-3-132 39.04%),188 (0.86),←,
17,"Kennelly, Tadhg",20y 286d,11 (6-0-5 54.55%),3 (0.27),←,
31,"Kirk, Brett",25y 170d,34 (15-0-19 44.12%),20 (0.59),←,
4,"Mathews, Ben",23y 135d,69 (34-0-35 49.28%),11 (0.16),←,
11,"Maxfield, Stuart",30y 4d,229 (114-2-113 50.22%),130 (0.57),140 (79-1-60 56.79%),65 (0.46)
13,"McPherson, Daniel",26y 282d,96 (54-1-41 56.77%),31 (0.32),←,
38,"Mott, Ricky",20y 357d,3 (1-0-2 33.33%),,←,
23,"Nicks, Matthew",26y 335d,113 (63-0-50 55.75%),71 (0.63),←,
19,"OLoughlin, Michael",25y 52d,149 (81-1-67 54.70%),219 (1.47),←,
22,"Saddington, Jason",22y 172d,92 (47-0-45 51.09%),26 (0.28),←,
2,"Schwass, Wayne",33y 137d,274 (147-0-127 53.65%),153 (0.56),90 (46-0-44 51.11%),56 (0.62)
7,"Seymour, Brad",25y 345d,119 (63-1-55 53.36%),9 (0.08),←,
16,"Stevens, Scott",20y 88d,3 (1-0-2 33.33%),4 (1.33),←,
Totals,Totals,25y 41d,2079 (1010-10-1059 48.58%),1421 (0.68),,
C,"Eade, Rodney",44y 9d,143 (79-1-63 55.59%),,←,
