Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
33,"Barlow, Kris",26y 45d,15 (8-0-7 53.33%),9 (0.60),←,
36,"Bowyer, Glen",19y 244d,1 (1-0-0 100.00%),,←,
17,"Chick, Daniel",23y 200d,83 (36-2-45 44.58%),93 (1.12),←,
23,"Collica, Michael",22y 51d,22 (10-1-11 47.73%),3 (0.14),←,
9,"Crawford, Shane",24y 354d,136 (64-2-70 47.79%),101 (0.74),←,
24,"Croad, Trent",19y 173d,38 (17-1-20 46.05%),20 (0.53),←,
19,"Dixon, Ben",22y 76d,48 (24-1-23 51.04%),61 (1.27),←,
5,"Harford, Daniel",22y 163d,95 (40-1-54 42.63%),39 (0.41),←,
13,"Hassall, Jon",26y 15d,94 (35-2-57 38.30%),17 (0.18),44 (16-0-28 36.36%),5 (0.11)
3,"Hay, Jonathan",20y 16d,43 (15-1-27 36.05%),3 (0.07),←,
2,"Holland, Nick",25y 31d,98 (41-2-55 42.86%),135 (1.38),←,
37,"Lekkas, Angelo",23y 61d,69 (27-1-41 39.86%),15 (0.22),←,
15,"Lord, Aaron",24y 39d,97 (48-2-47 50.52%),114 (1.18),65 (25-1-39 39.23%),95 (1.46)
7,"McCabe, Luke",23y 19d,72 (32-1-39 45.14%),4 (0.06),←,
20,"Rawlings, Jade",21y 324d,28 (11-0-17 39.29%),15 (0.54),←,
10,"Robran, Jonathon",26y 312d,75 (33-1-41 44.67%),6 (0.08),←,
32,"Rock, Anthony",28y 334d,193 (116-1-76 60.36%),145 (0.75),15 (8-1-6 56.67%),7 (0.47)
11,"Smith, Joel",22y 118d,75 (38-1-36 51.33%),59 (0.79),17 (9-1-7 55.88%),8 (0.47)
6,"Taylor, Richard",26y 46d,96 (41-2-53 43.75%),41 (0.43),←,
16,"Thompson, Nathan",21y 196d,20 (10-1-9 52.50%),23 (1.15),←,
8,"Treleven, Craig",29y 76d,74 (33-1-40 45.27%),19 (0.26),←,
30,"Woods, Tony",30y 58d,135 (57-2-76 42.96%),29 (0.21),104 (41-2-61 40.38%),19 (0.18)
Totals,Totals,24y 18d,1607 (737-26-844 45.86%),951 (0.59),,
C,"Judge, Ken",41y 226d,89 (37-2-50 42.70%),,←,
